發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
103,04,26,10,14,2,02萬華區,萬華區西園路2段194號,0,3,1,C03,1,64,2,7,50,14,09
103,04,26,10,14,2,02萬華區,萬華區西園路2段194號,0,3,2,C03,2,18,2,7,50,14,09
103,04,26,10,14,2,02萬華區,萬華區西園路2段194號,0,3,3,H02,2,19,2,7,50,14,09
103,04,26,16,12,2,02萬華區,長沙街2段西昌街,0,2,1,C03,2,46,2,8,50,04,01
103,04,26,16,12,2,02萬華區,長沙街2段西昌街,0,2,2,C03,2,26,2,8,50,04,01
103,05,06,22,17,2,02萬華區,西園路 艋舺大道,0,1,1,C03,2,29,3,7,50,04,01
103,05,06,22,17,2,02萬華區,西園路 艋舺大道,0,1,2,C03,1,27,2,7,50,04,01
103,01,04,08,45,2,02萬華區,富民路底堤外停車場,0,2,1,C03,1,57,2,7,40,14,09
103,01,04,08,45,2,02萬華區,富民路底堤外停車場,0,2,2,C03,1,32,2,7,40,14,09
103,01,07,09,35,2,02萬華區,萬華區內江街170號,0,1,1,C03,1,,4,8,40,14,09
103,01,07,09,35,2,02萬華區,萬華區內江街170號,0,1,2,C03,2,34,2,8,40,14,09
103,01,09,06,56,2,02萬華區,康定路226號對面,0,2,1,C03,1,64,2,6,50,14,09
103,01,09,06,56,2,02萬華區,康定路226號對面,0,2,2,H01,1,77,2,6,50,14,09
103,01,20,17,57,2,02萬華區,西寧南路 漢口街,0,3,1,C03,1,41,2,7,50,14,09
103,01,20,17,57,2,02萬華區,西寧南路 漢口街,0,3,2,C03,1,19,2,7,50,14,09
103,01,20,17,57,2,02萬華區,西寧南路 漢口街,0,3,3,H02,2,19,2,7,50,14,09
103,01,25,17,01,2,02萬華區,西園路 大理街,0,2,1,B03,1,33,3,7,50,14,09
103,01,25,17,01,2,02萬華區,西園路 大理街,0,2,2,C03,1,19,2,7,50,14,09
103,01,25,17,01,2,02萬華區,西園路 大理街,0,2,3,H02,2,20,2,7,50,14,09
103,03,25,17,50,2,02萬華區,萬華區昆明街與開封街1段口,0,1,1,C03,1,21,3,8,50,04,01
103,03,25,17,50,2,02萬華區,萬華區昆明街與開封街1段口,0,1,2,C03,2,36,2,8,50,04,01
103,04,15,16,07,2,02萬華區,莒光路 西園路2段13巷口,0,1,1,B03,1,63,3,8,50,03,02
103,04,15,16,07,2,02萬華區,莒光路 西園路2段13巷口,0,1,2,C03,1,20,2,8,50,03,02
103,04,16,14,00,2,02萬華區,東園街35巷46號,0,1,1,C03,1,39,2,8,30,14,09
103,04,16,14,00,2,02萬華區,東園街35巷46號,0,1,2,C03,3,,,8,30,14,09
103,04,16,14,00,2,02萬華區,東園街35巷46號,0,1,3,C03,3,,,8,30,14,09
103,04,16,14,00,2,02萬華區,東園街35巷46號,0,1,4,C03,3,,,8,30,14,09
103,04,16,22,30,2,02萬華區,東園街28巷61號,0,2,1,C03,1,35,2,8,40,14,09
103,04,16,22,30,2,02萬華區,東園街28巷61號,0,2,2,C03,1,19,2,8,40,14,09
103,04,16,22,30,2,02萬華區,東園街28巷61號,0,2,3,H02,1,18,4,8,40,14,09
103,04,21,14,00,2,02萬華區,萬大路莒光路,0,1,1,B03,2,68,3,8,50,04,01
103,04,21,14,00,2,02萬華區,萬大路莒光路,0,1,2,C03,2,25,2,8,50,04,01
103,04,26,13,40,2,02萬華區,康定路 桂林路,0,2,1,C03,2,39,2,7,50,04,01
103,04,26,13,40,2,02萬華區,康定路 桂林路,0,2,2,C03,2,38,2,7,50,04,01
103,05,05,17,00,2,02萬華區,萬華區萬大路151號,0,1,1,B03,1,50,3,7,50,14,09
103,05,05,17,00,2,02萬華區,萬華區萬大路151號,0,1,2,C03,1,58,2,7,50,14,09
103,05,11,19,18,2,02萬華區,西藏路 寶興街,0,1,1,B03,1,34,3,7,50,05,02
103,05,11,19,18,2,02萬華區,西藏路 寶興街,0,1,2,C03,2,29,2,7,50,05,02
103,07,05,12,40,2,02萬華區,莒光路347巷27弄,0,2,1,C03,1,62,2,8,30,04,01
103,07,05,12,40,2,02萬華區,莒光路347巷27弄,0,2,2,C03,1,29,2,8,30,04,01
103,07,28,09,25,2,02萬華區,萬華區寶興街28號,0,2,1,C03,1,41,2,8,50,14,09
103,07,28,09,25,2,02萬華區,萬華區寶興街28號,0,2,2,C04,1,66,2,8,50,14,09
103,07,30,00,50,2,02萬華區,萬華區成都路153號,0,2,1,B01,1,,4,8,50,14,09
103,07,30,00,50,2,02萬華區,萬華區成都路153號,0,2,2,C04,2,45,2,8,50,14,09
103,07,30,00,50,2,02萬華區,萬華區成都路153號,0,2,3,H02,1,48,2,8,50,14,09
103,08,04,00,30,2,02萬華區,西園路 艋舺大道,0,2,1,C03,1,18,2,8,50,04,01
103,08,04,00,30,2,02萬華區,西園路 艋舺大道,0,2,2,C03,1,62,2,8,50,04,01
103,03,23,17,20,2,02萬華區,和平西路 艋舺大道,0,1,1,C03,1,19,2,8,50,04,02
103,03,23,17,20,2,02萬華區,和平西路 艋舺大道,0,1,2,B01,1,64,3,8,50,04,02
103,03,24,14,08,2,02萬華區,萬華區環河南路1段324號,0,2,1,C03,1,35,2,8,50,03,01
103,03,24,14,08,2,02萬華區,萬華區環河南路1段324號,0,2,2,C03,1,28,2,8,50,03,01
103,03,31,16,15,2,02萬華區,桂林路底(堤外便道往北24號燈桿處),0,2,1,C03,1,18,2,8,40,14,11
103,03,31,16,15,2,02萬華區,桂林路底(堤外便道往北24號燈桿處),0,2,2,H01,2,63,2,8,40,14,11
103,04,08,08,00,2,02萬華區,中華路1段 洛陽街,0,2,1,C03,1,31,2,8,50,04,02
103,04,08,08,00,2,02萬華區,中華路1段 洛陽街,0,2,2,C03,2,27,2,8,50,04,02
103,04,08,17,48,2,02萬華區,萬華區成都路,0,2,1,C04,2,22,2,8,40,08,11
103,04,08,17,48,2,02萬華區,萬華區成都路,0,2,2,C03,1,49,2,8,40,08,11
103,04,10,14,30,2,02萬華區,和平西路3段 康定路,0,1,1,C03,1,,4,8,50,04,01
103,04,10,14,30,2,02萬華區,和平西路3段 康定路,0,1,2,C03,1,19,2,8,50,04,01
103,04,01,05,27,2,02萬華區,萬大路423巷 萬青街,0,1,1,C03,1,,4,6,40,03,02
103,04,01,05,27,2,02萬華區,萬大路423巷 萬青街,0,1,2,H01,1,45,2,6,40,03,02
103,04,01,17,05,2,02萬華區,艋舺大道 道康定路,0,1,1,B01,1,,4,8,40,04,01
103,04,01,17,05,2,02萬華區,艋舺大道 道康定路,0,1,2,C03,1,23,3,8,40,04,01
103,04,01,17,05,2,02萬華區,艋舺大道 道康定路,0,1,3,H02,2,19,2,8,40,04,01
103,04,08,12,00,2,02萬華區,萬華區成都路12號,0,1,1,B12,1,30,3,8,50,14,09
103,04,08,12,00,2,02萬華區,萬華區成都路12號,0,1,2,C04,2,59,2,8,50,14,09
103,04,08,20,50,2,02萬華區,寶興街65巷口,0,1,1,C03,1,23,3,8,50,04,01
103,04,08,20,50,2,02萬華區,寶興街65巷口,0,1,2,C03,1,61,2,8,50,04,01
103,04,11,08,00,2,02萬華區,艋舺大道 雙園街,0,1,1,B03,1,60,3,8,50,04,01
103,04,11,08,00,2,02萬華區,艋舺大道 雙園街,0,1,2,C03,1,46,2,8,50,04,01
103,04,24,08,10,2,02萬華區,萬華區中華路1段90號,0,2,1,C03,1,35,2,6,50,14,09
103,04,24,08,10,2,02萬華區,萬華區中華路1段90號,0,2,2,B03,2,39,3,6,50,14,09
103,04,24,08,10,2,02萬華區,萬華區中華路1段90號,0,2,3,H02,2,30,2,6,50,14,09
103,04,24,10,10,2,02萬華區,萬華區艋舺大道152號,0,1,1,B03,1,37,3,7,50,14,07
103,04,24,10,10,2,02萬華區,萬華區艋舺大道152號,0,1,2,C03,1,18,2,7,50,14,07
103,04,24,10,10,2,02萬華區,萬華區艋舺大道152號,0,1,3,B01,1,64,3,7,50,14,07
103,04,25,18,30,2,02萬華區,西園路 艋舺大道,0,0,1,C03,1,40,2,,0,,
103,04,25,18,30,2,02萬華區,西園路 艋舺大道,0,0,2,C03,2,19,2,,0,,
103,04,25,18,30,2,02萬華區,西園路 艋舺大道,0,0,3,B02,1,21,3,,0,,
103,04,25,18,30,2,02萬華區,西園路 艋舺大道,0,0,4,H02,1,51,3,,0,,
103,04,30,13,50,2,02萬華區,康定路 大理街,0,1,1,B03,1,,4,7,50,04,01
103,04,30,13,50,2,02萬華區,康定路 大理街,0,1,2,C03,1,33,2,7,50,04,01
103,04,28,08,43,2,02萬華區,萬大路上莒光路222號前,0,1,1,F01,1,,4,8,0,15,20
103,04,28,08,43,2,02萬華區,萬大路上莒光路222號前,0,1,2,F01,1,61,2,8,0,15,20
103,04,21,07,50,2,02萬華區,中華路成都路,0,1,2,C03,2,45,2,8,50,04,01
103,05,06,22,44,2,02萬華區,西園路2段320巷口,0,2,1,C03,1,24,2,7,50,04,01
103,05,06,22,44,2,02萬華區,西園路2段320巷口,0,2,2,C03,1,19,2,7,50,04,01
103,05,11,22,46,2,02萬華區,萬華區環河南路1段220號,0,2,1,C03,1,26,2,8,0,03,02
103,05,11,22,46,2,02萬華區,萬華區環河南路1段220號,0,2,2,C03,2,18,2,8,0,03,02
103,05,17,21,03,2,02萬華區,萬華區環河南路1段84號,0,1,1,B03,1,36,3,8,50,03,01
103,12,20,22,24,2,02萬華區,萬大路 興寧街,0,1,2,B03,1,49,3,6,50,04,02
103,12,20,22,24,2,02萬華區,萬大路 興寧街,0,1,1,C03,2,25,2,6,50,04,02
103,12,25,18,00,2,02萬華區,中華路1段 成都路,0,2,1,C03,1,19,2,6,50,04,02
103,12,25,18,00,2,02萬華區,中華路1段 成都路,0,2,2,F01,1,67,2,6,50,04,02
103,12,15,21,40,2,02萬華區,環河南路2段250巷6號,0,1,1,B03,1,32,3,8,0,03,01
103,12,15,21,40,2,02萬華區,環河南路2段250巷6號,0,1,2,F01,1,55,2,8,0,03,01
103,12,20,16,00,2,02萬華區,中華路 廣州街,0,1,2,C03,2,27,2,7,40,04,01
103,12,21,19,00,2,02萬華區,萬華區中華路與貴陽街2段口,0,1,1,C03,2,29,3,7,50,04,01
103,12,21,19,00,2,02萬華區,萬華區中華路與貴陽街2段口,0,1,2,C03,1,46,3,7,50,04,01
103,12,21,19,00,2,02萬華區,萬華區中華路與貴陽街2段口,0,1,3,H02,2,37,2,7,50,04,01
103,12,25,16,20,2,02萬華區,萬華區西園路1段217號,0,1,1,A02,1,44,3,7,50,12,09
103,12,25,16,20,2,02萬華區,萬華區西園路1段217號,0,1,2,C03,2,70,2,7,50,12,09
103,12,30,16,25,2,02萬華區,康定路56巷 雅江街口,0,1,1,C03,2,49,3,7,40,04,01
103,12,30,16,25,2,02萬華區,康定路56巷 雅江街口,0,1,2,F01,2,49,2,7,40,04,01
103,12,31,14,00,2,02萬華區,寶興街 東園街28巷口,0,1,1,B03,1,47,3,8,40,04,01
103,12,31,14,00,2,02萬華區,寶興街 東園街28巷口,0,1,2,H03,1,36,2,8,40,04,01
103,10,12,17,45,2,02萬華區,光復橋往板橋,0,1,1,B03,1,47,3,7,50,08,07
103,10,12,17,45,2,02萬華區,光復橋往板橋,0,1,2,C03,1,65,2,7,50,08,07
103,10,17,14,50,2,02萬華區,萬華區西寧南路152號,0,3,1,C03,1,63,2,8,50,14,07
103,05,17,21,03,2,02萬華區,萬華區環河南路1段84號,0,1,2,C03,1,18,2,8,50,03,01
103,05,23,21,40,2,02萬華區,康定路 三水街,0,2,1,C03,1,63,2,8,50,04,01
103,05,23,21,40,2,02萬華區,康定路 三水街,0,2,2,C03,2,19,2,8,50,04,01
103,06,02,13,20,2,02萬華區,康定路 峨眉街,0,2,1,B03,1,23,3,8,50,04,01
103,06,02,13,20,2,02萬華區,康定路 峨眉街,0,2,2,C03,1,18,2,8,50,04,01
103,06,02,13,20,2,02萬華區,康定路 峨眉街,0,2,3,H02,2,18,2,8,50,04,01
103,04,20,16,00,2,02萬華區,環河南路長沙街,0,1,1,C03,1,,4,8,50,03,01
103,04,20,16,00,2,02萬華區,環河南路長沙街,0,1,2,C03,1,17,2,8,50,03,01
103,04,24,00,16,2,02萬華區,萬華區武昌街2段與環河南路1段口,0,1,1,C03,1,,4,6,50,04,01
103,04,24,00,16,2,02萬華區,萬華區武昌街2段與環河南路1段口,0,1,2,C03,2,22,2,6,50,04,01
103,04,25,12,30,2,02萬華區,萬大路423巷23弄 青年路152巷口,0,2,1,B03,1,77,3,8,50,04,01
103,04,25,12,30,2,02萬華區,萬大路423巷23弄 青年路152巷口,0,2,2,C03,1,57,2,8,50,04,01
103,06,11,00,10,2,02萬華區,康定路 成都路,0,1,1,,3,,,6,50,04,02
103,06,11,00,10,2,02萬華區,康定路 成都路,0,1,2,C03,2,29,2,6,50,04,02
103,06,12,10,38,2,02萬華區,和平西路3段382巷口,0,1,1,B02,1,44,3,8,50,04,01
103,06,12,10,38,2,02萬華區,和平西路3段382巷口,0,1,2,C03,2,25,2,8,50,04,01
103,06,17,13,30,2,02萬華區,堤外便道中興橋下(6K+100號牌下),0,2,1,C03,1,46,2,8,40,14,11
103,06,17,13,30,2,02萬華區,堤外便道中興橋下(6K+100號牌下),0,2,2,C03,2,61,2,8,40,14,11
103,06,27,14,02,2,02萬華區,萬大路東園街,0,1,1,C03,1,27,3,8,50,04,02
103,06,27,14,02,2,02萬華區,萬大路東園街,0,1,2,C03,1,33,2,8,50,04,02
103,07,02,18,57,2,02萬華區,忠孝西路忠孝橋下西寧南路,0,1,1,B01,1,54,3,8,40,05,01
103,07,02,18,57,2,02萬華區,忠孝西路忠孝橋下西寧南路,0,1,2,C03,2,29,2,8,40,05,01
103,07,05,07,50,2,02萬華區,環河南路1段中興橋機車道下橋出,0,1,1,C03,2,56,2,8,50,03,02
103,07,05,07,50,2,02萬華區,環河南路1段中興橋機車道下橋出,0,1,2,B03,1,47,3,8,50,03,02
103,05,21,07,33,2,02萬華區,萬華區,0,2,1,C03,1,55,2,6,30,14,11
103,05,21,07,33,2,02萬華區,萬華區,0,2,2,C03,2,29,2,6,30,14,11
103,05,29,13,55,2,02萬華區,環河南路 峨眉街,0,1,1,B03,1,54,3,6,0,03,02
103,05,29,13,55,2,02萬華區,環河南路 峨眉街,0,1,2,C03,1,70,2,6,0,03,02
103,06,17,14,47,2,02萬華區,西園路 寶興街,0,1,1,B01,1,62,3,8,50,04,01
103,06,17,14,47,2,02萬華區,西園路 寶興街,0,1,2,C03,2,32,2,8,50,04,01
103,06,22,06,07,2,02萬華區,西園路 西藏路,0,3,1,C03,1,76,2,8,50,04,01
103,06,22,06,07,2,02萬華區,西園路 西藏路,0,3,2,C03,1,29,2,8,50,04,01
103,06,22,06,07,2,02萬華區,西園路 西藏路,0,3,3,H02,2,58,2,8,50,04,01
103,07,02,12,55,2,02萬華區,東園街168之1號前,0,2,1,H01,2,8,2,8,50,14,09
103,07,02,12,55,2,02萬華區,東園街168之1號前,0,2,2,C03,1,40,2,8,50,14,09
103,07,18,08,00,2,02萬華區,東園街73巷 民和街口,0,1,1,C03,1,,3,8,30,05,01
103,07,18,08,00,2,02萬華區,東園街73巷 民和街口,0,1,2,F01,2,72,2,8,30,05,01
103,08,05,22,50,2,02萬華區,康定路 內江街,0,1,1,B01,1,57,3,7,0,04,01
103,08,05,22,50,2,02萬華區,康定路 內江街,0,1,2,C03,2,21,2,7,0,04,01
103,05,30,13,30,2,02萬華區,桂林路54巷口,0,1,1,B01,1,50,3,7,50,03,01
103,05,30,13,30,2,02萬華區,桂林路54巷口,0,1,2,C03,2,48,2,7,50,03,01
103,04,25,12,30,2,02萬華區,萬大路423巷23弄 青年路152巷口,0,2,3,H02,2,56,2,8,50,04,01
103,05,07,19,45,2,02萬華區,萬大路華中橋往北市機車道,0,2,1,C04,2,64,2,6,40,08,11
103,05,07,19,45,2,02萬華區,萬大路華中橋往北市機車道,0,2,2,C03,2,26,2,6,40,08,11
103,05,11,06,14,2,02萬華區,富民路119號對面果菜市場內,0,1,1,C04,1,,4,8,0,15,22
103,05,11,06,14,2,02萬華區,富民路119號對面果菜市場內,0,1,2,H01,2,56,2,8,0,15,22
103,05,08,23,25,2,02萬華區,中華路 桂林路,0,1,1,B02,1,24,3,8,50,05,01
103,05,08,23,25,2,02萬華區,中華路 桂林路,0,1,2,C03,1,18,2,8,50,05,01
103,05,12,10,00,2,02萬華區,昆明街 內江街,0,1,1,F01,1,72,3,7,50,04,01
103,05,12,10,00,2,02萬華區,昆明街 內江街,0,1,2,C03,1,19,2,7,50,04,01
103,05,31,16,38,2,02萬華區,環河南路 康定路,0,1,1,C03,1,20,2,8,50,03,09
103,05,31,16,38,2,02萬華區,環河南路 康定路,0,1,2,B03,1,29,3,8,50,03,09
103,06,20,17,50,2,02萬華區,和平西路華江橋往板橋機車道,0,1,1,A12,1,57,3,6,40,08,11
103,06,20,17,50,2,02萬華區,和平西路華江橋往板橋機車道,0,1,2,C03,1,34,2,6,40,08,11
103,06,29,08,20,2,02萬華區,桂林路華江橋往板橋機車道,0,2,1,C03,1,25,2,8,40,14,11
103,06,29,08,20,2,02萬華區,桂林路華江橋往板橋機車道,0,2,2,C03,1,64,2,8,40,14,11
103,05,15,08,00,2,02萬華區,萬華區環河南路1段58號,0,2,1,H01,1,68,2,8,50,14,09
103,05,15,08,00,2,02萬華區,萬華區環河南路1段58號,0,2,2,C03,1,40,2,8,50,14,09
103,06,05,17,00,2,02萬華區,堤外便道中興橋下,0,2,1,C03,1,58,2,7,40,14,11
103,06,05,17,00,2,02萬華區,堤外便道中興橋下,0,2,2,C03,1,35,2,7,40,14,11
103,06,06,19,00,2,02萬華區,青年路 國興街,0,2,1,F01,2,58,2,6,50,14,09
103,06,06,19,00,2,02萬華區,青年路 國興街,0,2,2,C04,1,47,2,6,50,14,09
103,06,15,13,05,2,02萬華區,艋舺大道 西藏路,0,2,1,C03,1,72,2,8,50,14,09
103,06,15,13,05,2,02萬華區,艋舺大道 西藏路,0,2,2,,3,,,8,50,14,09
103,06,15,13,05,2,02萬華區,艋舺大道 西藏路,0,2,3,H02,2,68,2,8,50,14,09
103,06,25,12,30,2,02萬華區,中華路2段416巷15號,0,2,1,C04,2,65,2,6,50,14,09
103,06,25,12,30,2,02萬華區,中華路2段416巷15號,0,2,2,C03,1,31,2,6,50,14,09
103,07,11,11,23,2,02萬華區,康定路 桂林路,0,1,1,C03,1,,4,8,50,04,02
103,07,11,11,23,2,02萬華區,康定路 桂林路,0,1,2,F01,1,60,2,8,50,04,02
103,07,10,23,10,2,02萬華區,萬華區昆明街與漢口街2段口,0,1,1,B01,1,60,3,8,50,04,02
103,07,10,23,10,2,02萬華區,萬華區昆明街與漢口街2段口,0,1,2,C03,1,18,2,8,50,04,02
103,07,15,14,50,2,02萬華區,艋舺大道 興寧街,0,1,1,B03,1,32,3,6,50,03,01
103,07,15,14,50,2,02萬華區,艋舺大道 興寧街,0,1,2,C03,1,27,2,6,50,03,01
103,07,15,22,17,2,02萬華區,萬大路 西藏路,0,1,1,B01,1,34,3,8,50,04,01
103,07,15,22,17,2,02萬華區,萬大路 西藏路,0,1,2,C03,1,19,2,8,50,04,01
103,07,19,10,00,2,02萬華區,萬華區萬大路,0,3,1,C03,1,22,2,8,40,14,11
103,07,19,10,00,2,02萬華區,萬華區萬大路,0,3,2,C03,2,59,2,8,40,14,11
103,07,19,10,00,2,02萬華區,萬華區萬大路,0,3,3,H02,2,18,2,8,40,14,11
103,07,25,16,27,2,02萬華區,西園路2段 艋舺大道,0,2,1,C03,1,63,2,6,50,04,01
103,07,25,16,27,2,02萬華區,西園路2段 艋舺大道,0,2,2,B01,1,46,3,6,50,04,01
103,07,25,16,27,2,02萬華區,西園路2段 艋舺大道,0,2,3,H02,2,57,2,6,50,04,01
103,05,23,16,50,1,02萬華區,華江橋機車道上橋處,1,0,1,C03,1,57,1,6,40,08,11
103,05,23,16,50,1,02萬華區,華江橋機車道上橋處,1,0,2,,3,,,6,40,08,11
103,05,24,11,00,2,02萬華區,萬華區西園路2段223號,0,1,1,B01,1,48,3,7,50,14,09
103,05,24,11,00,2,02萬華區,萬華區西園路2段223號,0,1,2,C03,2,19,2,7,50,14,09
103,06,02,12,00,2,02萬華區,和平西路 康定路,0,1,1,C03,1,16,3,8,50,04,01
103,06,02,12,00,2,02萬華區,和平西路 康定路,0,1,2,H01,1,72,2,8,50,04,01
103,06,05,16,25,2,02萬華區,康定路 桂林路,0,1,1,B12,1,42,3,8,50,14,09
103,06,05,16,25,2,02萬華區,康定路 桂林路,0,1,2,F01,1,84,2,8,50,14,09
103,06,05,10,33,2,02萬華區,西園路 西藏路,0,2,1,C03,1,57,2,8,50,04,01
103,06,05,10,33,2,02萬華區,西園路 西藏路,0,2,2,C04,2,60,2,8,50,04,01
103,06,11,07,45,2,02萬華區,西園路 和平西路,0,1,1,B03,1,,4,7,40,14,09
103,06,11,07,45,2,02萬華區,西園路 和平西路,0,1,2,C03,1,37,2,7,40,14,09
103,06,11,08,35,2,02萬華區,萬華區桂林路242巷,0,1,1,C03,2,20,3,6,40,14,09
103,06,11,08,35,2,02萬華區,萬華區桂林路242巷,0,1,2,C04,2,32,2,6,40,14,09
103,06,18,11,00,2,02萬華區,萬大路 民和街,0,2,1,C03,1,71,2,8,50,04,01
103,06,18,11,00,2,02萬華區,萬大路 民和街,0,2,2,C03,1,18,2,8,50,04,01
103,06,29,10,00,2,02萬華區,萬華區內江街85號,0,1,1,C03,1,22,3,8,50,14,09
103,06,29,10,00,2,02萬華區,萬華區內江街85號,0,1,2,C03,1,20,2,8,50,14,09
103,12,06,14,37,2,02萬華區,萬華區青年路50號,0,3,1,C03,2,50,2,7,30,14,09
103,12,06,14,37,2,02萬華區,萬華區青年路50號,0,3,2,C04,2,49,2,7,30,14,09
103,12,06,14,37,2,02萬華區,萬華區青年路50號,0,3,3,H03,2,11,2,7,30,14,09
103,12,30,09,30,2,02萬華區,中華路 桂林路,0,1,1,G06,1,,4,8,50,14,08
103,12,30,09,30,2,02萬華區,中華路 桂林路,0,1,2,F01,1,55,2,8,50,14,08
103,12,31,15,30,2,02萬華區,萬華區開封街2段36號,0,1,1,B01,1,56,3,8,30,14,09
103,12,31,15,30,2,02萬華區,萬華區開封街2段36號,0,1,2,H01,2,66,2,8,30,14,09
103,12,15,19,15,2,02萬華區,萬華區環河南路1段182號,0,1,1,G06,1,,4,8,50,14,09
103,12,15,19,15,2,02萬華區,萬華區環河南路1段182號,0,1,2,C03,1,23,2,8,50,14,09
103,12,15,12,00,2,02萬華區,西寧南路忠孝橋下橋處,0,1,1,C03,1,52,2,8,50,08,09
103,12,15,12,00,2,02萬華區,西寧南路忠孝橋下橋處,0,1,2,B01,1,48,3,8,50,08,09
103,12,15,18,50,2,02萬華區,環河南路1段187號,0,1,1,B03,1,63,3,8,50,14,09
103,12,15,18,50,2,02萬華區,環河南路1段187號,0,1,2,C03,2,31,2,8,50,14,09
103,12,24,16,10,2,02萬華區,萬大路 東園街,0,2,1,C04,1,74,2,8,50,04,01
103,12,24,16,10,2,02萬華區,萬大路 東園街,0,2,2,C03,1,75,3,8,50,04,01
103,12,24,16,10,2,02萬華區,萬大路 東園街,0,2,3,C03,1,33,2,8,50,04,01
103,12,23,07,05,2,02萬華區,西寧南路 成都路,0,1,1,B01,1,58,3,8,50,04,01
103,12,23,07,05,2,02萬華區,西寧南路 成都路,0,1,2,C03,2,36,2,8,50,04,01
103,12,25,14,00,2,02萬華區,萬華區西園路2段286號,0,1,1,C04,1,65,2,6,50,14,09
103,12,25,14,00,2,02萬華區,萬華區西園路2段286號,0,1,2,A12,1,38,3,6,50,14,09
103,12,29,06,17,2,02萬華區,中華路 西藏路,0,1,1,B03,2,25,3,8,50,04,01
103,12,29,06,17,2,02萬華區,中華路 西藏路,0,1,2,C03,1,47,2,8,50,04,01
103,12,29,07,50,2,02萬華區,萬華區艋舺大道118號,0,2,1,C03,1,21,2,7,50,04,02
103,12,29,07,50,2,02萬華區,萬華區艋舺大道118號,0,2,2,C03,1,26,2,7,50,04,02
103,12,29,07,50,2,02萬華區,萬華區艋舺大道118號,0,2,3,A04,1,37,3,7,50,04,02
103,12,31,21,00,2,02萬華區,萬華區長沙街2段與環河南路1段口,0,4,1,C03,2,19,2,8,50,03,02
103,12,31,21,00,2,02萬華區,萬華區長沙街2段與環河南路1段口,0,4,2,C03,1,18,2,8,50,03,02
103,12,31,21,00,2,02萬華區,萬華區長沙街2段與環河南路1段口,0,4,3,B01,1,58,3,8,50,03,02
103,12,31,21,00,2,02萬華區,萬華區長沙街2段與環河南路1段口,0,4,4,H02,1,19,2,8,50,03,02
103,12,31,21,00,2,02萬華區,萬華區長沙街2段與環河南路1段口,0,4,5,H02,1,18,2,8,50,03,02
103,11,25,07,50,2,02萬華區,桂林路242巷 環河南路2段100巷,0,1,1,B12,1,61,3,8,30,03,02
103,11,25,07,50,2,02萬華區,桂林路242巷 環河南路2段100巷,0,1,2,C03,1,22,2,8,30,03,02
103,11,26,08,10,2,02萬華區,忠孝西路忠孝橋往北市下橋處,0,2,1,C03,1,35,2,8,40,08,11
103,11,26,08,10,2,02萬華區,忠孝西路忠孝橋往北市下橋處,0,2,2,C03,2,41,2,8,40,08,11
103,11,26,08,10,2,02萬華區,忠孝西路忠孝橋往北市下橋處,0,2,3,C03,1,50,3,8,40,08,11
103,11,26,15,35,2,02萬華區,萬華區萬大路237號,0,2,1,C03,1,21,2,8,50,04,01
103,11,26,15,35,2,02萬華區,萬華區萬大路237號,0,2,2,C03,2,18,2,8,50,04,01
103,12,01,20,30,2,02萬華區,萬華區和平西路3段88巷,0,1,1,B03,1,38,4,6,50,04,01
103,12,01,20,30,2,02萬華區,萬華區和平西路3段88巷,0,1,2,H01,1,48,2,6,50,04,01
103,12,04,07,25,2,02萬華區,萬華區萬大路447號,0,1,1,B03,1,31,3,6,50,14,09
103,12,04,07,25,2,02萬華區,萬華區萬大路447號,0,1,2,C03,1,33,2,6,50,14,09
103,12,04,07,25,2,02萬華區,萬華區萬大路447號,0,1,3,B03,2,65,3,6,50,14,09
103,12,05,19,35,2,02萬華區,萬華區環河南路2段175巷,0,1,1,C03,2,62,2,8,50,03,02
103,12,05,19,35,2,02萬華區,萬華區環河南路2段175巷,0,1,2,B03,1,34,3,8,50,03,02
103,12,21,00,45,2,02萬華區,中華路 南海路,0,1,1,B01,1,61,3,6,50,04,01
103,12,21,00,45,2,02萬華區,中華路 南海路,0,1,2,C03,2,22,2,6,50,04,01
103,12,16,12,45,2,02萬華區,萬華區萬大路462號,0,2,2,C03,1,26,2,7,50,14,22
103,12,16,12,45,2,02萬華區,萬華區萬大路462號,0,2,1,H01,1,74,2,7,50,14,22
103,12,19,23,00,2,02萬華區,萬華區萬大路,0,2,1,C03,1,20,2,6,40,08,11
103,12,19,23,00,2,02萬華區,萬華區萬大路,0,2,2,C03,2,52,2,6,40,08,11
103,12,28,10,05,2,02萬華區,萬華區富民路151號,0,1,1,B12,1,,3,7,0,14,09
103,12,28,10,05,2,02萬華區,萬華區富民路151號,0,1,2,H01,2,26,2,7,0,14,09
103,12,26,23,48,2,02萬華區,環河南路環快往北,0,1,1,B03,1,24,2,7,60,14,07
103,12,26,23,48,2,02萬華區,環河南路環快往北,0,1,2,,3,,,7,60,14,07
103,12,31,22,30,2,02萬華區,漢中街 成都路,0,2,1,C03,1,32,3,7,50,14,09
103,12,31,22,30,2,02萬華區,漢中街 成都路,0,2,2,C03,2,33,2,7,50,14,09
103,12,31,22,30,2,02萬華區,漢中街 成都路,0,2,3,H02,2,59,2,7,50,14,09
