發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
103,01,02,18,50,2,01大同區,重慶北路 歸綏街,0,1,2,H01,2,44,2,7,50,04,01
103,01,10,13,24,2,01大同區,南京西路 重慶北路,0,1,1,A02,1,29,3,7,50,04,02
103,01,10,13,24,2,01大同區,南京西路 重慶北路,0,1,2,H01,2,43,2,7,50,04,02
103,08,02,15,35,2,01大同區,大同區承德路3段101號,0,2,1,C03,1,19,3,8,50,03,02
103,08,02,15,35,2,01大同區,大同區承德路3段101號,0,2,2,C03,1,21,2,8,50,03,02
103,08,02,15,35,2,01大同區,大同區承德路3段101號,0,2,3,B03,1,38,3,8,50,03,02
103,07,24,13,38,2,01大同區,民權西路 安西街,0,1,1,B02,1,32,3,8,50,04,01
103,07,24,13,38,2,01大同區,民權西路 安西街,0,1,2,C03,1,38,2,8,50,04,01
103,08,15,13,45,2,01大同區,承德路 民權西路,0,1,1,B01,1,57,3,8,50,04,01
103,08,15,13,45,2,01大同區,承德路 民權西路,0,1,2,C03,1,39,2,8,50,04,01
103,08,20,11,40,2,01大同區,赤峰街53巷口,0,2,1,C03,1,57,2,8,30,04,01
103,08,20,11,40,2,01大同區,赤峰街53巷口,0,2,2,C03,2,54,2,8,30,04,01
103,08,02,08,54,2,01大同區,重慶北路3段往北 機車引道涵洞前,0,1,1,C03,2,44,2,8,50,14,09
103,08,02,08,54,2,01大同區,重慶北路3段往北 機車引道涵洞前,0,1,2,,3,,,8,50,14,09
103,08,02,15,50,2,01大同區,延平北路 民族西路,0,1,1,B03,1,65,3,8,50,04,01
103,08,02,15,50,2,01大同區,延平北路 民族西路,0,1,2,H01,2,79,2,8,50,04,01
103,08,06,22,00,2,01大同區,民權西路 台北橋機車道,0,1,1,C03,1,24,3,7,50,08,11
103,08,06,22,00,2,01大同區,民權西路 台北橋機車道,0,1,2,C03,1,21,2,7,50,08,11
103,09,08,17,00,2,01大同區,大同區大龍街76號,0,1,1,B03,1,28,3,8,50,03,09
103,09,08,17,00,2,01大同區,大同區大龍街76號,0,1,2,C03,1,58,2,8,50,03,09
103,09,09,12,14,2,01大同區,民權西路台北橋往新北市機車道,0,1,1,C03,1,24,2,8,50,03,02
103,05,24,10,23,2,01大同區,鄭州路38巷口,0,1,1,C03,1,26,3,8,40,03,01
103,05,24,10,23,2,01大同區,鄭州路38巷口,0,1,2,C03,1,30,2,8,40,03,01
103,05,24,10,23,2,01大同區,鄭州路38巷口,0,1,3,A02,1,,4,8,40,03,01
103,07,10,08,20,2,01大同區,重慶北路3段137巷口,0,3,1,F01,2,64,2,8,40,03,01
103,01,12,12,48,2,01大同區,台北橋機車道,0,1,1,B03,1,35,3,8,50,12,11
103,01,12,12,48,2,01大同區,台北橋機車道,0,1,2,C03,1,30,2,8,50,12,11
103,01,17,23,20,2,01大同區,大同區民族西路202號,0,1,1,B01,1,42,3,7,50,14,09
103,01,17,23,20,2,01大同區,大同區民族西路202號,0,1,2,C03,1,26,2,7,50,14,09
103,01,22,11,50,2,01大同區,大龍街259巷 酒泉街50巷,0,1,1,C03,2,60,2,8,40,04,01
103,01,22,11,50,2,01大同區,大龍街259巷 酒泉街50巷,0,1,2,C03,1,56,3,8,40,04,01
103,01,27,15,00,2,01大同區,延平北路 涼州街,0,2,1,C03,1,51,2,8,50,04,01
103,01,27,15,00,2,01大同區,延平北路 涼州街,0,2,2,C03,2,25,2,8,50,04,01
103,01,29,23,40,2,01大同區,承德路 民生西路,0,1,1,B01,1,58,3,8,50,04,02
103,01,29,23,40,2,01大同區,承德路 民生西路,0,1,2,H01,2,24,2,8,50,04,02
103,11,05,04,11,2,01大同區,長安西路承德路口,0,2,1,C03,2,52,2,8,50,04,01
103,11,05,04,11,2,01大同區,長安西路承德路口,0,2,2,C03,1,65,2,8,50,04,01
103,11,15,05,38,2,01大同區,民生西路 寧夏路,0,1,1,B03,1,19,3,6,50,04,01
103,11,15,05,38,2,01大同區,民生西路 寧夏路,0,1,2,F01,1,64,2,6,50,04,01
103,11,21,08,29,2,01大同區,承德路 民族西路,0,1,1,B03,1,27,3,8,50,04,09
103,11,21,08,29,2,01大同區,承德路 民族西路,0,1,2,C03,1,33,2,8,50,04,09
103,11,21,15,26,2,01大同區,延平北路 民權西路,0,1,1,B03,1,41,3,8,50,04,01
103,11,21,15,26,2,01大同區,延平北路 民權西路,0,1,2,C03,1,21,2,8,50,04,01
103,11,04,08,55,2,01大同區,涼州街 重慶北路,0,2,1,C03,1,62,2,8,50,04,02
103,11,04,08,55,2,01大同區,涼州街 重慶北路,0,2,2,F01,1,84,2,8,50,04,02
103,11,04,17,05,2,01大同區,長安西路136號對面,0,1,1,B03,1,47,3,7,50,03,01
103,11,04,17,05,2,01大同區,長安西路136號對面,0,1,2,C03,1,32,2,7,50,03,01
103,11,05,15,20,2,01大同區,涼州街 保安街49巷,0,1,1,B03,2,33,3,8,50,03,01
103,11,05,15,20,2,01大同區,涼州街 保安街49巷,0,1,2,F01,1,78,2,8,50,03,01
103,11,14,07,05,2,01大同區,大同區大龍街245號,0,1,1,C03,1,18,3,8,50,14,09
103,11,14,07,05,2,01大同區,大同區大龍街245號,0,1,2,H01,2,51,2,8,50,14,09
103,11,14,18,30,2,01大同區,大同區太原路154號,0,1,1,B02,1,41,3,7,50,03,01
103,11,14,18,30,2,01大同區,大同區太原路154號,0,1,2,C03,1,33,2,7,50,03,01
103,11,21,23,42,2,01大同區,大同區延平北路2段268號,0,2,1,C03,1,18,2,7,50,14,09
103,11,21,23,42,2,01大同區,大同區延平北路2段268號,0,2,2,H01,1,34,2,7,50,14,09
103,12,01,22,15,2,01大同區,民權西路237號旁,0,1,1,C03,1,,4,7,50,14,09
103,12,01,22,15,2,01大同區,民權西路237號旁,0,1,2,C03,2,24,2,7,50,14,09
103,12,01,22,15,2,01大同區,民權西路237號旁,0,1,3,C03,1,61,3,7,50,14,09
103,12,11,16,51,2,01大同區,民權西路東向西上台北橋汽車道10號燈桿旁,0,1,1,C03,2,24,2,6,50,10,09
103,12,11,16,51,2,01大同區,民權西路東向西上台北橋汽車道10號燈桿旁,0,1,2,,3,,,6,50,10,09
103,12,15,21,20,2,01大同區,大同區延平北路2段42號,0,2,1,C03,2,48,2,7,50,04,02
103,12,15,21,20,2,01大同區,大同區延平北路2段42號,0,2,2,C03,1,19,2,7,50,04,02
103,12,15,21,20,2,01大同區,大同區延平北路2段42號,0,2,3,B01,1,,3,7,50,04,02
103,12,16,19,30,2,01大同區,民權西路 承德路,0,4,1,C03,2,34,2,7,50,04,02
103,12,16,19,30,2,01大同區,民權西路 承德路,0,4,2,C03,2,35,2,7,50,04,02
103,12,16,19,30,2,01大同區,民權西路 承德路,0,4,3,C04,2,46,2,7,50,04,02
103,12,16,19,30,2,01大同區,民權西路 承德路,0,4,4,C03,1,20,2,7,50,04,02
103,12,27,15,10,2,01大同區,承德路 敦煌路,0,1,1,B03,1,55,3,6,50,04,01
103,12,27,15,10,2,01大同區,承德路 敦煌路,0,1,2,C03,1,29,2,6,50,04,01
103,06,03,17,27,2,01大同區,大同區民生西路219號,0,1,1,B02,1,40,3,7,50,14,09
103,06,03,17,27,2,01大同區,大同區民生西路219號,0,1,2,C03,1,22,2,7,50,14,09
103,11,10,16,30,2,01大同區,民權西路 延平北路,0,1,1,C04,2,51,2,7,50,04,01
103,11,10,16,30,2,01大同區,民權西路 延平北路,0,1,2,C03,1,19,3,7,50,04,01
103,06,30,17,25,2,01大同區,環河北路 忠孝西路,0,1,1,B03,1,53,3,6,50,05,01
103,06,30,17,25,2,01大同區,環河北路 忠孝西路,0,1,2,C03,2,52,2,6,50,05,01
103,07,03,22,50,2,01大同區,民族西路32巷口,0,1,1,B03,1,40,3,8,50,04,01
103,07,03,22,50,2,01大同區,民族西路32巷口,0,1,2,C03,1,18,2,8,50,04,01
103,07,05,04,25,2,01大同區,民權西路 蘭州街,0,1,1,B03,1,38,3,8,50,04,01
103,07,05,04,25,2,01大同區,民權西路 蘭州街,0,1,2,C03,2,18,2,8,50,04,01
103,07,09,16,23,2,01大同區,重慶北路3段113巷 民族西路182巷口,0,2,1,F01,1,17,3,8,50,04,01
103,07,09,16,23,2,01大同區,重慶北路3段113巷 民族西路182巷口,0,2,2,C03,1,31,2,8,50,04,01
103,07,09,16,23,2,01大同區,重慶北路3段113巷 民族西路182巷口,0,2,3,H02,2,30,2,8,50,04,01
103,07,20,12,25,2,01大同區,延平北路 歸綏街,0,1,1,B03,1,21,3,8,50,04,01
103,07,20,12,25,2,01大同區,延平北路 歸綏街,0,1,2,C03,2,21,2,8,50,04,01
103,07,24,06,18,2,01大同區,延平北路 民權西路,0,1,1,C03,1,28,4,8,50,04,01
103,07,24,06,18,2,01大同區,延平北路 民權西路,0,1,2,C03,2,35,2,8,50,04,01
103,07,27,19,29,2,01大同區,南京西路 塔城街,0,3,1,C03,1,25,2,8,50,04,01
103,07,27,19,29,2,01大同區,南京西路 塔城街,0,3,2,C03,1,25,2,8,50,04,01
103,07,27,19,29,2,01大同區,南京西路 塔城街,0,3,3,H02,2,58,2,8,50,04,01
103,07,30,09,54,2,01大同區,承德路 民權西路,0,1,1,B12,1,57,4,8,50,04,01
103,07,30,09,54,2,01大同區,承德路 民權西路,0,1,2,C03,1,26,2,8,50,04,01
103,07,16,11,40,2,01大同區,忠孝西路 延平北路,0,1,1,B03,1,64,3,8,50,14,09
103,07,16,11,40,2,01大同區,忠孝西路 延平北路,0,1,2,C03,1,18,2,8,50,14,09
103,06,19,09,35,2,01大同區,大同區市民大道1段209號,0,2,1,B01,1,66,4,8,40,05,01
103,06,19,09,35,2,01大同區,大同區市民大道1段209號,0,2,2,C03,1,22,2,8,40,05,01
103,06,19,09,35,2,01大同區,大同區市民大道1段209號,0,2,3,C03,1,24,2,8,40,05,01
103,06,20,07,30,2,01大同區,大同區承德路3段152號,0,2,1,C03,2,62,2,8,50,14,09
103,06,20,07,30,2,01大同區,大同區承德路3段152號,0,2,2,C03,1,19,2,8,50,14,09
103,09,25,08,35,2,01大同區,南京西路 承德路,0,1,1,B03,1,56,3,8,50,05,02
103,09,25,08,35,2,01大同區,南京西路 承德路,0,1,2,C03,1,18,2,8,50,05,02
103,10,03,07,05,2,01大同區,延平北路 民權西路,0,2,1,C03,1,31,2,8,50,05,01
103,10,03,07,05,2,01大同區,延平北路 民權西路,0,2,2,C03,1,39,2,8,50,05,01
103,10,16,11,12,2,01大同區,迪化街2段296巷3號,0,1,1,B03,1,47,3,8,40,04,01
103,10,16,11,12,2,01大同區,迪化街2段296巷3號,0,1,2,C03,1,22,2,8,40,04,01
103,07,25,00,45,2,01大同區,民權西路 承德路,0,2,2,C03,1,18,2,7,50,03,01
103,07,25,00,45,2,01大同區,民權西路 承德路,0,2,3,C03,1,31,2,7,50,03,01
103,08,15,06,33,2,01大同區,西寧北路79-2號,0,1,1,B03,1,46,3,8,50,14,09
103,08,15,06,33,2,01大同區,西寧北路79-2號,0,1,2,C03,2,52,2,8,50,14,09
103,08,15,18,02,2,01大同區,延平北路 民權西路,0,2,1,C03,1,34,2,7,50,04,01
103,08,15,18,02,2,01大同區,延平北路 民權西路,0,2,2,C03,1,27,2,7,50,04,01
103,06,23,06,20,2,01大同區,承德路 民生西路,0,1,1,C03,1,21,3,8,50,04,02
103,06,23,06,20,2,01大同區,承德路 民生西路,0,1,2,C03,2,19,2,8,50,04,02
103,06,25,10,40,2,01大同區,環河北路 歸緩街,0,1,1,B01,1,57,3,8,50,03,01
103,06,25,10,40,2,01大同區,環河北路 歸緩街,0,1,2,C03,1,26,2,8,50,03,01
103,06,25,16,50,2,01大同區,延平北路 民生西路,0,1,1,C03,1,,4,7,50,04,01
103,06,25,16,50,2,01大同區,延平北路 民生西路,0,1,2,C03,1,24,2,7,50,04,01
103,06,30,09,45,2,01大同區,鄭州路38巷口,0,1,1,C03,1,21,3,8,50,04,01
103,06,30,09,45,2,01大同區,鄭州路38巷口,0,1,2,C03,1,21,3,8,50,04,01
103,06,30,09,45,2,01大同區,鄭州路38巷口,0,1,3,H02,2,27,2,8,50,04,01
103,07,05,15,40,2,01大同區,承德路 市民大道,0,1,1,C03,1,22,3,8,50,04,01
103,07,05,15,40,2,01大同區,承德路 市民大道,0,1,2,C03,1,28,2,8,50,04,01
103,07,12,14,08,2,01大同區,承德路 民權西路,0,1,1,C03,1,67,4,8,50,04,02
103,07,12,14,08,2,01大同區,承德路 民權西路,0,1,2,F01,1,15,2,8,50,04,02
103,07,12,17,00,2,01大同區,大同區台北橋,0,3,1,C03,2,46,2,8,40,03,02
103,07,12,17,00,2,01大同區,大同區台北橋,0,3,2,C03,2,22,2,8,40,03,02
103,07,12,17,00,2,01大同區,大同區台北橋,0,3,3,H02,2,23,2,8,40,03,02
103,07,14,09,00,2,01大同區,南京西路325之2號附近 (環河北路堤外便道),0,1,1,H01,1,,4,8,40,14,09
103,07,14,09,00,2,01大同區,南京西路325之2號附近 (環河北路堤外便道),0,1,2,C03,1,46,2,8,40,14,09
103,07,03,23,25,2,01大同區,承德路 民權西路,0,1,1,C03,1,18,4,8,50,04,01
103,07,03,23,25,2,01大同區,承德路 民權西路,0,1,2,B03,1,31,3,8,50,04,01
103,07,03,23,25,2,01大同區,承德路 民權西路,0,1,3,C03,1,26,2,8,50,04,01
103,07,16,21,10,2,01大同區,大同區民權西路281號,0,1,1,B02,1,29,3,8,50,04,01
103,07,16,21,10,2,01大同區,大同區民權西路281號,0,1,2,F01,2,55,2,8,50,04,01
103,07,19,09,15,2,01大同區,重慶北路 涼州街,0,1,1,G06,1,,4,8,50,04,01
103,07,19,09,15,2,01大同區,重慶北路 涼州街,0,1,2,H01,2,60,2,8,50,04,01
103,07,04,18,00,2,01大同區,延平北路 長安西路,0,2,1,C03,1,19,3,8,50,04,02
103,07,04,18,00,2,01大同區,延平北路 長安西路,0,2,2,C03,1,36,2,8,50,04,02
103,07,04,18,00,2,01大同區,延平北路 長安西路,0,2,3,H02,1,46,2,8,50,04,02
103,07,18,18,35,2,01大同區,重慶北路 南京西路,0,1,1,C03,2,31,2,8,50,05,09
103,07,18,18,35,2,01大同區,重慶北路 南京西路,0,1,2,B03,1,29,3,8,50,05,09
103,07,15,09,30,2,01大同區,重慶北路 酒泉街,0,1,1,C03,1,,4,8,50,04,01
103,07,15,09,30,2,01大同區,重慶北路 酒泉街,0,1,2,H01,1,78,2,8,50,04,01
103,08,03,02,50,2,01大同區,大同區延平北路3段132號,0,1,1,B01,1,55,3,8,50,14,09
103,08,03,02,50,2,01大同區,大同區延平北路3段132號,0,1,2,C03,1,19,2,8,50,14,09
103,08,02,18,45,2,01大同區,重慶北路 鄭州路,0,2,1,B01,2,44,3,8,40,04,09
103,08,02,18,45,2,01大同區,重慶北路 鄭州路,0,2,2,C03,2,26,2,8,40,04,09
103,08,02,18,45,2,01大同區,重慶北路 鄭州路,0,2,3,F01,1,67,2,8,40,04,09
103,07,08,17,55,2,01大同區,民生西路 赤峰街,0,2,1,B03,1,27,3,8,50,03,01
103,07,08,17,55,2,01大同區,民生西路 赤峰街,0,2,2,C03,1,26,2,8,50,03,01
103,07,08,17,55,2,01大同區,民生西路 赤峰街,0,2,3,C03,2,35,2,8,50,03,01
103,07,17,09,00,2,01大同區,承德路 平陽街,0,1,1,C03,1,48,2,8,50,04,01
103,07,17,09,00,2,01大同區,承德路 平陽街,0,1,2,B03,2,40,3,8,50,04,01
103,07,22,04,45,2,01大同區,延平北路 酒泉街,0,1,1,H01,2,84,2,6,50,15,09
103,07,22,04,45,2,01大同區,延平北路 酒泉街,0,1,2,B01,1,56,3,6,50,15,09
103,08,07,13,25,2,01大同區,重慶北路 長安西路,0,1,1,C04,1,46,2,8,50,04,02
103,08,07,13,25,2,01大同區,重慶北路 長安西路,0,1,2,B03,1,63,3,8,50,04,02
103,08,09,07,45,2,01大同區,鄭州路 環河北路,0,1,1,B03,1,48,3,8,50,05,02
103,08,09,07,45,2,01大同區,鄭州路 環河北路,0,1,2,C03,1,35,2,8,50,05,02
103,08,11,08,45,2,01大同區,重慶北路 民生西路,0,3,1,C03,1,52,2,8,50,04,02
103,08,11,08,45,2,01大同區,重慶北路 民生西路,0,3,2,C03,1,37,2,8,50,04,02
103,08,11,08,45,2,01大同區,重慶北路 民生西路,0,3,3,H02,2,29,2,8,50,04,02
103,08,26,08,42,2,01大同區,環河北路玉泉公園溫水游泳池旁,0,1,1,C03,1,,4,8,50,14,09
103,08,26,08,42,2,01大同區,環河北路玉泉公園溫水游泳池旁,0,1,2,C03,2,47,2,8,50,14,09
103,08,26,08,42,2,01大同區,環河北路玉泉公園溫水游泳池旁,0,1,3,B03,1,38,3,8,50,14,09
103,09,11,08,55,2,01大同區,保安街 保安街78巷口,0,2,1,B12,1,36,3,8,50,14,09
103,09,11,08,55,2,01大同區,保安街 保安街78巷口,0,2,2,C03,2,23,2,8,50,14,09
103,09,11,08,55,2,01大同區,保安街 保安街78巷口,0,2,3,H02,2,20,2,8,50,14,09
103,07,04,22,40,2,01大同區,西寧北路 忠孝西路上忠孝橋往三重機車道,0,2,1,C03,1,22,2,8,50,08,11
103,07,04,22,40,2,01大同區,西寧北路 忠孝西路上忠孝橋往三重機車道,0,2,2,H02,2,22,2,8,50,08,11
103,07,05,18,55,2,01大同區,承德路 民權西路,0,2,1,C03,1,23,2,8,50,04,02
103,07,05,18,55,2,01大同區,承德路 民權西路,0,2,2,C03,1,20,2,8,50,04,02
103,07,06,04,05,2,01大同區,民權西路 大龍街,0,2,1,B03,2,29,2,8,50,04,01
103,07,06,04,05,2,01大同區,民權西路 大龍街,0,2,2,B01,1,36,2,8,50,04,01
103,07,07,17,05,2,01大同區,承德路 民生西路,0,1,1,B03,2,64,2,8,50,04,02
103,07,07,17,05,2,01大同區,承德路 民生西路,0,1,2,B03,1,57,3,8,50,04,02
103,07,10,12,50,2,01大同區,鄭州路38巷口旁,0,1,1,B03,1,35,3,8,40,14,09
103,07,10,12,50,2,01大同區,鄭州路38巷口旁,0,1,2,C03,2,28,2,8,40,14,09
103,07,12,14,35,2,01大同區,鄭州路 太原路口旁停車場入口,0,1,1,B03,1,48,3,8,40,14,09
103,07,12,14,35,2,01大同區,鄭州路 太原路口旁停車場入口,0,1,2,C03,2,35,2,8,40,14,09
103,07,14,23,58,2,01大同區,延平北路 民族西路,0,2,1,C03,1,33,2,7,50,05,01
103,07,14,23,58,2,01大同區,延平北路 民族西路,0,2,2,C03,1,26,2,7,50,05,01
103,07,25,09,00,2,01大同區,大同區重慶北路3段320號,0,1,1,A04,1,56,3,8,50,14,09
103,07,25,09,00,2,01大同區,大同區重慶北路3段320號,0,1,2,C03,1,24,2,8,50,14,09
103,07,26,13,25,2,01大同區,承德路 民生西路,0,2,1,B01,1,47,3,7,50,04,02
103,07,26,13,25,2,01大同區,承德路 民生西路,0,2,2,B03,1,21,2,7,50,04,02
103,07,26,13,25,2,01大同區,承德路 民生西路,0,2,3,H02,1,20,2,7,50,04,02
103,07,28,22,15,2,01大同區,大同區環河北路1段295號,0,3,1,C03,1,22,2,8,50,14,09
103,07,28,22,15,2,01大同區,大同區環河北路1段295號,0,3,2,C03,1,66,2,8,50,14,09
103,07,28,22,15,2,01大同區,大同區環河北路1段295號,0,3,3,H02,2,22,2,8,50,14,09
103,07,29,18,30,2,01大同區,通河西街1段 堤外便道明倫高中後方,0,2,1,C03,2,25,2,8,0,03,01
103,07,29,18,30,2,01大同區,通河西街1段 堤外便道明倫高中後方,0,2,2,C04,2,38,2,8,0,03,01
103,08,17,06,52,2,01大同區,民權西路 大龍街,0,1,1,C01,1,41,4,8,50,04,01
103,08,17,06,52,2,01大同區,民權西路 大龍街,0,1,2,F01,2,40,2,8,50,04,01
103,07,12,14,15,2,01大同區,忠孝西路 延平北路,0,1,1,B03,2,32,3,8,50,03,01
103,07,12,14,15,2,01大同區,忠孝西路 延平北路,0,1,2,C03,2,52,2,8,50,03,01
103,08,15,11,34,2,01大同區,重慶北路 長安西路,0,1,1,B01,1,59,3,8,50,14,09
103,08,15,11,34,2,01大同區,重慶北路 長安西路,0,1,2,C03,2,26,2,8,50,14,09
103,07,13,16,35,2,01大同區,酒泉街50巷口,0,1,1,C03,1,66,2,8,30,04,01
103,07,13,16,35,2,01大同區,酒泉街50巷口,0,1,2,B03,2,45,3,8,30,04,01
103,07,14,10,45,2,01大同區,民權西路186之3號,0,2,1,C03,2,58,2,8,50,14,09
103,07,14,10,45,2,01大同區,民權西路186之3號,0,2,2,C03,1,56,2,8,50,14,09
103,07,14,12,55,2,01大同區,錦西街52巷15號,0,1,1,B03,1,63,3,7,40,03,02
103,07,14,12,55,2,01大同區,錦西街52巷15號,0,1,2,C03,2,44,2,7,40,03,02
103,08,04,23,30,2,01大同區,大同區民權西路288號,0,1,1,B03,1,43,3,7,40,15,20
103,08,04,23,30,2,01大同區,大同區民權西路288號,0,1,2,H01,1,48,2,7,40,15,20
