發生年,發生月,發生日,發生時,發生分,區序,處理別,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
102,01,13,11,30,01大同區,1,延平北路 南京西路,1,0,1,B01,1,51,3,6,50,04,02
102,01,13,11,30,01大同區,1,延平北路 南京西路,1,0,2,C03,1,61,1,6,50,04,02
102,09,16,01,47,01大同區,1,承德路 長安西路,1,1,1,,3,,,8,50,04,01
102,09,16,01,47,01大同區,1,承德路 長安西路,1,1,2,C03,1,20,1,8,50,04,01
102,09,16,01,47,01大同區,1,承德路 長安西路,1,1,3,C03,1,20,2,8,50,04,01
102,09,16,01,47,01大同區,1,承德路 長安西路,1,1,4,A04,1,25,3,8,50,04,01
102,12,31,08,38,01大同區,1,承德路 平陽街,1,1,1,B03,1,69,3,7,50,04,01
102,12,31,08,38,01大同區,1,承德路 平陽街,1,1,2,C03,1,20,1,7,50,04,01
102,12,31,08,38,01大同區,1,承德路 平陽街,1,1,3,H02,2,23,2,7,50,04,01
102,06,20,23,27,02萬華區,1,萬華區西園路2段124號,1,1,1,C03,1,23,2,8,50,14,08
102,06,20,23,27,02萬華區,1,萬華區西園路2段124號,1,1,2,F01,1,61,1,8,50,14,08
102,08,08,08,55,02萬華區,1,昆明街 桂林路,1,0,1,B03,1,44,3,8,50,04,02
102,08,08,08,55,02萬華區,1,昆明街 桂林路,1,0,2,H01,1,69,1,8,50,04,02
102,05,19,19,15,02萬華區,1,環河南路 和平西路,1,0,1,B03,1,44,3,8,50,04,02
102,05,19,19,15,02萬華區,1,環河南路 和平西路,1,0,2,H01,2,80,1,8,50,04,02
102,04,01,12,08,02萬華區,1,西園路2段 東園街,1,0,1,C03,1,46,1,7,50,03,02
102,04,01,12,08,02萬華區,1,西園路2段 東園街,1,0,2,,3,,,7,50,03,02
102,02,22,06,20,02萬華區,1,環河南路 廣州街,1,0,1,B01,1,51,3,6,50,04,01
102,02,22,06,20,02萬華區,1,環河南路 廣州街,1,0,2,H01,2,70,1,6,50,04,01
102,12,29,00,30,02萬華區,1,康定路 內江街,1,0,1,C03,1,19,1,6,50,04,01
102,12,29,00,30,02萬華區,1,康定路 內江街,1,0,2,B03,1,37,3,6,50,04,01
102,09,12,15,34,02萬華區,1,華江橋往北市機車道近311021號燈桿,1,1,1,C03,1,18,2,8,40,08,08
102,09,12,15,34,02萬華區,1,華江橋往北市機車道近311021號燈桿,1,1,2,C03,1,77,1,8,40,08,08
102,10,12,11,00,02萬華區,1,光復橋往台北,1,1,1,C03,1,61,2,8,50,08,07
102,10,12,11,00,02萬華區,1,光復橋往台北,1,1,2,C03,1,56,1,8,50,08,07
102,07,18,15,26,02萬華區,1,堤外便道第4號桿,1,2,1,C03,1,28,2,8,40,14,11
102,07,18,15,26,02萬華區,1,堤外便道第4號桿,1,2,2,C03,1,62,1,8,40,14,11
102,07,18,15,26,02萬華區,1,堤外便道第4號桿,1,2,3,C03,2,57,2,8,40,14,11
102,07,30,08,15,02萬華區,1,水源路高架道往南,1,1,1,B12,1,80,1,8,60,11,07
102,07,30,08,15,02萬華區,1,水源路高架道往南,1,1,2,H02,1,33,2,8,60,11,07
102,07,30,08,15,02萬華區,1,水源路高架道往南,1,1,3,,3,,,8,60,11,07
102,08,04,09,05,02萬華區,1,華中橋往台北機車道,1,1,1,C03,1,21,2,8,40,08,11
102,08,04,09,05,02萬華區,1,華中橋往台北機車道,1,1,2,C03,2,57,1,8,40,08,11
102,04,10,20,26,03中山區,1,民權東路 龍江路,1,1,1,H01,1,83,1,8,50,04,02
102,04,10,20,26,03中山區,1,民權東路 龍江路,1,1,2,C03,1,20,2,8,50,04,02
102,01,10,23,30,03中山區,1,北安路112號忠烈祠前,1,1,1,B03,1,32,2,7,50,16,07
102,01,10,23,30,03中山區,1,北安路112號忠烈祠前,1,1,2,C03,1,28,1,7,50,16,07
102,01,27,08,00,03中山區,1,南京東路 建國北路,1,0,1,B01,1,64,3,6,50,04,01
102,01,27,08,00,03中山區,1,南京東路 建國北路,1,0,2,C03,1,57,1,6,50,04,01
102,01,29,21,44,03中山區,1,中山區林森北路50號,1,0,1,B03,1,30,3,8,50,14,09
102,01,29,21,44,03中山區,1,中山區林森北路50號,1,0,2,C04,2,28,1,8,50,14,09
102,01,29,21,44,03中山區,1,中山區林森北路50號,1,0,3,A04,1,46,3,8,50,14,09
102,04,19,09,31,03中山區,1,南京東路 松江路,1,0,1,A02,1,47,3,7,50,04,22
102,04,19,09,31,03中山區,1,南京東路 松江路,1,0,2,C03,1,22,1,7,50,04,22
102,03,31,12,15,03中山區,1,林森北路 長春路,1,0,1,B12,1,26,3,6,50,04,18
102,03,31,12,15,03中山區,1,林森北路 長春路,1,0,2,H01,2,27,1,6,50,04,18
102,03,12,16,37,03中山區,1,中山區天津街與長安東路1段口,1,0,1,B12,1,46,3,8,50,04,02
102,03,12,16,37,03中山區,1,中山區天津街與長安東路1段口,1,0,2,H01,2,85,1,8,50,04,02
102,03,05,09,20,03中山區,1,民族西路 玉門街,1,0,1,A41,1,59,3,8,50,04,01
102,03,05,09,20,03中山區,1,民族西路 玉門街,1,0,2,C03,1,39,1,8,50,04,01
102,04,04,02,12,03中山區,1,中山區八德路2段249號,1,0,1,C03,1,62,1,6,50,14,09
102,04,04,02,12,03中山區,1,中山區八德路2段249號,1,0,2,B01,1,42,3,6,50,14,09
102,07,26,19,22,03中山區,1,敬業三路 樂群一路,1,0,1,B03,1,39,3,7,50,04,01
102,07,26,19,22,03中山區,1,敬業三路 樂群一路,1,0,2,C03,1,46,1,7,50,04,01
102,07,20,08,20,03中山區,1,中山北路 民族東路,1,0,1,B03,1,38,3,8,0,04,01
102,07,20,08,20,03中山區,1,中山北路 民族東路,1,0,2,C03,1,40,1,8,0,04,01
102,09,08,12,55,03中山區,1,中山區松江路313巷,1,0,1,B03,1,30,3,8,50,14,09
102,09,08,12,55,03中山區,1,中山區松江路313巷,1,0,2,H01,2,79,1,8,50,14,09
102,09,06,07,35,03中山區,1,建國北路 民權東路北側迴轉道,1,1,1,B03,1,48,3,8,50,03,02
102,09,06,07,35,03中山區,1,建國北路 民權東路北側迴轉道,1,1,2,C03,1,17,2,8,50,03,02
102,09,06,07,35,03中山區,1,建國北路 民權東路北側迴轉道,1,1,3,H02,2,17,1,8,50,03,02
102,11,26,18,00,03中山區,1,南京東路 復興北路,1,0,1,B03,1,64,3,8,50,14,10
102,11,26,18,00,03中山區,1,南京東路 復興北路,1,0,2,A02,1,58,3,8,50,14,10
102,11,26,18,00,03中山區,1,南京東路 復興北路,1,0,3,H01,1,62,1,8,50,14,10
102,12,18,16,30,03中山區,1,樂群一路 基湖路,1,1,1,B01,1,64,3,7,50,04,02
102,12,18,16,30,03中山區,1,樂群一路 基湖路,1,1,2,C03,1,28,1,7,50,04,02
102,12,18,16,30,03中山區,1,樂群一路 基湖路,1,1,3,C03,1,29,2,7,50,04,02
102,04,19,12,00,03中山區,1,松江路 農安街,1,0,1,B01,1,59,3,7,50,04,01
102,04,19,12,00,03中山區,1,松江路 農安街,1,0,2,H01,1,73,1,7,50,04,01
102,01,05,03,40,04大安區,1,建國南路 信義路,1,0,1,B12,1,59,3,6,50,04,02
102,01,05,03,40,04大安區,1,建國南路 信義路,1,0,2,H01,2,56,1,6,50,04,02
102,11,18,21,42,04大安區,1,和平東路3段636巷口,1,0,1,A02,2,40,3,7,40,03,02
102,11,18,21,42,04大安區,1,和平東路3段636巷口,1,0,2,C03,1,45,1,7,40,03,02
102,12,07,18,00,04大安區,1,和平東路 新生南路,2,0,1,A12,1,36,3,8,50,04,02
102,12,07,18,00,04大安區,1,和平東路 新生南路,2,0,2,H01,2,40,1,8,50,04,02
102,12,07,18,00,04大安區,1,和平東路 新生南路,2,0,3,H01,2,11,1,8,50,04,02
102,11,13,13,13,04大安區,1,和平東路3段228巷口,1,0,1,B12,1,46,3,6,40,04,01
102,11,13,13,13,04大安區,1,和平東路3段228巷口,1,0,2,H01,1,79,1,6,40,04,01
102,09,26,20,30,04大安區,1,大安區新生南路3段33號,1,3,1,C03,1,28,2,7,50,15,20
102,09,26,20,30,04大安區,1,大安區新生南路3段33號,1,3,4,C03,1,20,2,7,50,15,20
102,09,26,20,30,04大安區,1,大安區新生南路3段33號,1,3,2,C03,1,30,2,7,50,15,20
102,09,26,20,30,04大安區,1,大安區新生南路3段33號,1,3,3,H01,1,87,1,7,50,15,20
102,01,12,05,10,05中正區,1,忠孝西路 公園路,1,0,1,B01,1,45,3,6,50,04,02
102,01,12,05,10,05中正區,1,忠孝西路 公園路,1,0,2,H01,1,68,1,6,50,04,02
102,02,23,15,14,05中正區,1,中正區中華路1段與忠孝西路1段口,1,0,1,A04,1,45,3,8,30,03,01
102,02,23,15,14,05中正區,1,中正區中華路1段與忠孝西路1段口,1,0,2,C03,1,75,1,8,30,03,01
102,09,27,09,55,05中正區,1,羅斯福路3段 師大路,1,1,1,H01,1,82,1,8,50,04,01
102,09,27,09,55,05中正區,1,羅斯福路3段 師大路,1,1,2,C03,1,19,2,8,50,04,01
102,05,15,07,28,05中正區,1,重慶南路中正橋,1,0,1,C03,1,25,1,8,50,08,22
102,05,15,07,28,05中正區,1,重慶南路中正橋,1,0,2,B03,2,54,3,8,50,08,22
102,05,15,07,28,05中正區,1,重慶南路中正橋,1,0,3,B03,1,47,3,8,50,08,22
102,03,11,16,51,05中正區,1,汀州路3段 師大路,1,0,1,A02,1,51,3,7,50,04,01
102,03,11,16,51,05中正區,1,汀州路3段 師大路,1,0,2,F01,1,73,1,7,50,04,01
102,11,04,05,35,05中正區,1,重慶南路 寧波西街,1,0,1,C03,1,33,1,8,50,03,05
102,11,04,05,35,05中正區,1,重慶南路 寧波西街,1,0,2,,3,,,8,50,03,05
102,06,05,06,20,06松山區,1,敦化北路4巷口,1,0,1,B03,1,57,3,8,50,05,01
102,06,05,06,20,06松山區,1,敦化北路4巷口,1,0,2,C03,1,37,1,8,50,05,01
102,10,06,20,58,06松山區,1,民生東路 敦化北路,1,0,1,A02,1,48,3,6,50,04,01
102,10,06,20,58,06松山區,1,民生東路 敦化北路,1,0,2,C03,1,29,1,6,50,04,01
102,12,29,05,15,06松山區,1,八德路3段 北寧路,1,1,1,C03,1,21,2,6,50,04,01
102,12,29,05,15,06松山區,1,八德路3段 北寧路,1,1,2,H01,2,89,1,6,50,04,01
102,02,26,06,05,08士林區,1,士林區大東路80號,1,0,1,A02,1,39,3,8,40,16,22
102,02,26,06,05,08士林區,1,士林區大東路80號,1,0,2,H01,2,74,1,8,40,16,22
102,05,04,23,06,08士林區,1,中山北路6段 德行東路,1,0,1,B03,1,51,3,8,50,04,01
102,05,04,23,06,08士林區,1,中山北路6段 德行東路,1,0,2,C03,1,19,1,8,50,04,01
102,02,25,16,30,08士林區,1,士林區承德路5段與通河東街2段口,1,0,1,B03,1,40,3,8,50,04,02
102,02,25,16,30,08士林區,1,士林區承德路5段與通河東街2段口,1,0,2,C03,1,19,1,8,50,04,02
102,02,25,16,30,08士林區,1,士林區承德路5段與通河東街2段口,1,0,4,C03,1,43,3,8,50,04,02
102,02,25,16,30,08士林區,1,士林區承德路5段與通河東街2段口,1,0,5,C03,1,34,3,8,50,04,02
102,02,25,16,30,08士林區,1,士林區承德路5段與通河東街2段口,1,0,3,C03,1,41,3,8,50,04,02
102,02,25,16,30,08士林區,1,士林區承德路5段與通河東街2段口,1,0,6,C03,1,38,3,8,50,04,02
102,05,06,15,41,08士林區,1,忠誠路1段 忠義街口,1,1,1,C03,1,37,2,8,50,04,02
102,05,06,15,41,08士林區,1,忠誠路1段 忠義街口,1,1,2,F01,1,95,1,8,50,04,02
102,08,22,07,41,08士林區,1,雨農路32巷口,1,1,1,C03,1,32,2,6,50,03,22
102,08,22,07,41,08士林區,1,雨農路32巷口,1,1,2,H01,1,74,1,6,50,03,22
102,06,12,09,53,08士林區,1,士林區至善路3段53號,1,0,1,B03,1,78,3,8,50,03,01
102,06,12,09,53,08士林區,1,士林區至善路3段53號,1,0,2,H01,2,75,1,8,50,03,01
102,07,07,20,18,08士林區,1,士林區至善路3段71巷,1,1,1,C03,1,73,2,8,40,03,02
102,07,07,20,18,08士林區,1,士林區至善路3段71巷,1,1,2,C03,1,64,1,8,40,03,02
102,11,27,17,45,08士林區,1,士林區仰德大道3段221巷,1,2,1,C03,1,23,2,7,40,03,02
102,11,27,17,45,08士林區,1,士林區仰德大道3段221巷,1,2,2,H01,2,80,1,7,40,03,02
102,11,27,17,45,08士林區,1,士林區仰德大道3段221巷,1,2,3,H02,2,23,2,7,40,03,02
102,07,18,23,50,09北投區,1,大度路往台北029號燈桿,1,0,1,C03,1,60,1,8,50,11,22
102,07,18,23,50,09北投區,1,大度路往台北029號燈桿,1,0,2,,3,,,8,50,11,22
102,05,26,03,00,09北投區,1,陽金公路第2燈桿,1,0,1,C01,1,31,1,8,40,11,09
102,05,26,03,00,09北投區,1,陽金公路第2燈桿,1,0,2,,3,,,8,40,11,09
102,03,06,06,40,09北投區,1,北投區大度路3段151號,1,0,1,C03,1,25,1,8,50,14,11
102,03,06,06,40,09北投區,1,北投區大度路3段151號,1,0,2,,3,,,8,50,14,11
102,11,14,06,26,09北投區,1,承德路6段449-5號對面,1,0,1,C03,1,27,1,8,60,14,07
102,11,14,06,26,09北投區,1,承德路6段449-5號對面,1,0,2,,3,,,8,60,14,07
102,11,20,23,48,09北投區,1,北投區中央南路1段與北投路1段口,1,1,1,B12,1,51,3,8,50,04,01
102,11,20,23,48,09北投區,1,北投區中央南路1段與北投路1段口,1,1,2,C03,1,18,1,8,50,04,01
102,11,20,23,48,09北投區,1,北投區中央南路1段與北投路1段口,1,1,3,H02,2,18,2,8,50,04,01
102,09,05,17,52,09北投區,1,大度路機車道往淡水第5燈桿,1,0,1,C03,1,31,1,8,50,14,08
102,09,05,17,52,09北投區,1,大度路機車道往淡水第5燈桿,1,0,2,,3,,,8,50,14,08
102,10,20,04,57,09北投區,1,北投區中央北路3段118巷,1,1,1,C03,1,14,1,7,50,03,01
102,10,20,04,57,09北投區,1,北投區中央北路3段118巷,1,1,2,B03,1,,4,7,50,03,01
102,10,20,04,57,09北投區,1,北投區中央北路3段118巷,1,1,3,H02,1,14,2,7,50,03,01
102,12,17,20,00,09北投區,1,中央北路3段 新興路,1,0,1,B03,1,46,3,6,50,04,09
102,12,17,20,00,09北投區,1,中央北路3段 新興路,1,0,2,C03,1,26,1,6,50,04,09
102,12,17,20,00,09北投區,1,中央北路3段 新興路,1,0,3,B03,1,38,3,6,50,04,09
102,12,12,14,20,09北投區,1,磺港路抽水站前,1,0,1,B01,1,46,3,8,40,04,01
102,12,12,14,20,09北投區,1,磺港路抽水站前,1,0,2,C03,1,71,1,8,40,04,01
102,01,07,06,04,10文山區,1,新光路2段127號燈桿前,1,1,1,C03,1,64,3,6,50,14,09
102,01,07,06,04,10文山區,1,新光路2段127號燈桿前,1,1,2,C03,1,65,2,6,50,14,09
102,01,07,06,04,10文山區,1,新光路2段127號燈桿前,1,1,3,H01,1,84,1,6,50,14,09
102,10,28,23,03,10文山區,1,新光路2段036電燈桿,1,0,1,C03,1,17,1,7,40,15,09
102,10,28,23,03,10文山區,1,新光路2段036電燈桿,1,0,2,,3,,,7,40,15,09
102,10,04,07,53,10文山區,1,文山區羅斯福路6段113號,1,1,1,C03,1,18,1,7,50,14,09
102,10,04,07,53,10文山區,1,文山區羅斯福路6段113號,1,1,2,B01,1,50,2,7,50,14,09
102,12,01,05,50,10文山區,1,辛亥路5段 興隆路2段244巷口,1,0,1,B03,1,42,3,7,50,04,01
102,12,01,05,50,10文山區,1,辛亥路5段 興隆路2段244巷口,1,0,2,H01,1,88,1,7,50,04,01
102,08,02,18,42,10文山區,1,辛亥路4段166巷口,1,0,1,B01,1,34,3,8,50,03,01
102,08,02,18,42,10文山區,1,辛亥路4段166巷口,1,0,2,H01,2,60,1,8,50,03,01
102,06,11,05,29,12內湖區,1,內湖區成功路4段61巷,1,1,1,B03,2,43,2,8,50,03,01
102,06,11,05,29,12內湖區,1,內湖區成功路4段61巷,1,1,2,F01,2,53,1,8,50,03,01
102,06,30,18,08,12內湖區,1,內湖區洲子街79號,1,1,1,B03,1,33,3,8,50,03,01
102,06,30,18,08,12內湖區,1,內湖區洲子街79號,1,1,2,C03,1,39,2,8,50,03,01
102,06,30,18,08,12內湖區,1,內湖區洲子街79號,1,1,3,H02,2,68,1,8,50,03,01
102,08,04,16,18,12內湖區,1,康樂街136巷18弄口,1,0,1,B03,1,41,3,8,40,04,02
102,08,04,16,18,12內湖區,1,康樂街136巷18弄口,1,0,2,C04,2,32,1,8,40,04,02
102,08,09,22,12,12內湖區,1,內湖區環山路2段141號,1,0,1,C03,1,21,3,8,50,11,07
102,08,09,22,12,12內湖區,1,內湖區環山路2段141號,1,0,2,C03,1,20,1,8,50,11,07
102,08,09,22,12,12內湖區,1,內湖區環山路2段141號,1,0,3,B03,1,46,3,8,50,11,07
102,08,09,22,12,12內湖區,1,內湖區環山路2段141號,1,0,4,B03,1,45,3,8,50,11,07
102,08,17,09,23,12內湖區,1,東湖路113巷139號,1,0,1,A12,1,45,3,8,40,03,09
102,08,17,09,23,12內湖區,1,東湖路113巷139號,1,0,2,H01,2,80,1,8,40,03,09
102,08,17,09,23,12內湖區,1,東湖路113巷139號,1,0,3,,3,,,8,40,03,09
102,07,08,23,20,12內湖區,1,內湖區民權東路6段與成功路2段口,1,0,1,C03,1,18,1,8,50,04,01
102,07,08,23,20,12內湖區,1,內湖區民權東路6段與成功路2段口,1,0,2,A02,1,39,3,8,50,04,01
102,11,06,03,17,12內湖區,1,新明路451巷 潭美街口,1,0,1,B01,1,43,3,7,40,03,02
102,11,06,03,17,12內湖區,1,新明路451巷 潭美街口,1,0,2,H01,1,40,1,7,40,03,02
102,11,09,22,30,12內湖區,1,內湖區內湖路1段59號,1,1,1,C03,1,35,1,8,50,14,07
102,11,09,22,30,12內湖區,1,內湖區內湖路1段59號,1,1,2,B03,1,51,2,8,50,14,07
102,04,02,22,35,11南港區,1,成福路197巷口,1,0,1,B03,1,24,3,7,50,03,01
102,04,02,22,35,11南港區,1,成福路197巷口,1,0,2,H01,1,69,1,7,50,03,01
102,04,02,22,35,11南港區,1,成福路197巷口,1,0,3,B03,1,43,4,7,50,03,01
102,04,25,00,08,11南港區,1,松山區八德路4段798號,1,1,1,H01,2,54,2,8,30,14,09
102,04,25,00,08,11南港區,1,松山區八德路4段798號,1,1,2,C03,1,32,1,8,30,14,09
102,08,31,00,10,11南港區,1,南港區大坑溪,1,0,1,C04,1,21,1,6,50,04,01
102,08,31,00,10,11南港區,1,南港區大坑溪,1,0,2,A02,1,49,3,6,50,04,01
102,08,02,13,15,11南港區,1,市民大道7段 向陽路,1,0,1,B02,1,48,3,8,50,04,01
102,08,02,13,15,11南港區,1,市民大道7段 向陽路,1,0,2,C03,1,20,1,8,50,04,01
102,11,10,02,10,11南港區,1,南深路175號燈桿前,1,2,1,B03,1,32,2,,0,,
102,11,10,02,10,11南港區,1,南深路175號燈桿前,1,2,2,C03,1,20,1,,0,,
102,11,10,02,10,11南港區,1,南深路175號燈桿前,1,2,3,,3,,,,0,,
102,11,10,02,10,11南港區,1,南深路175號燈桿前,1,2,4,H02,2,24,2,,0,,
102,11,10,02,10,11南港區,1,南深路175號燈桿前,1,2,5,B03,1,22,3,,0,,
102,11,10,02,10,11南港區,1,南深路175號燈桿前,1,2,6,B03,1,29,3,,0,,
102,01,24,11,36,07信義區,1,信義區松德路與信義路5段口,1,0,1,A02,1,39,3,8,50,04,01
102,01,24,11,36,07信義區,1,信義區松德路與信義路5段口,1,0,2,C03,1,21,1,8,50,04,01
102,07,17,11,52,07信義區,1,市府路 新仁愛路,1,0,1,B01,1,62,3,8,50,03,01
102,07,17,11,52,07信義區,1,市府路 新仁愛路,1,0,2,C03,1,64,1,8,50,03,01
102,04,26,10,08,07信義區,1,信義區中坡南路與忠孝東路5段口,1,1,1,F01,1,76,1,8,50,03,01
102,04,26,10,08,07信義區,1,信義區中坡南路與忠孝東路5段口,1,1,2,C03,1,22,2,8,50,03,01
102,09,10,10,12,01大同區,2,承德路1段69巷口,0,1,1,B03,1,40,3,8,50,04,01
102,09,10,10,12,01大同區,2,承德路1段69巷口,0,1,2,C03,1,22,2,8,50,04,01
102,09,29,17,00,01大同區,2,忠孝西路 鄭州路38巷,0,1,1,C03,1,,4,8,50,04,01
102,09,29,17,00,01大同區,2,忠孝西路 鄭州路38巷,0,1,2,C03,2,33,2,8,50,04,01
102,12,31,14,36,01大同區,2,民生西路5號水門堤外便道,0,1,1,C03,1,,4,7,40,14,09
102,12,31,14,36,01大同區,2,民生西路5號水門堤外便道,0,1,2,C03,1,32,2,7,40,14,09
102,12,31,14,36,01大同區,2,民生西路5號水門堤外便道,0,1,3,C03,1,,4,7,40,14,09
102,03,25,20,25,01大同區,2,忠孝橋機車道往三重,0,1,1,,3,,,8,40,14,11
102,03,25,20,25,01大同區,2,忠孝橋機車道往三重,0,1,2,C03,2,56,2,8,40,14,11
102,03,16,17,23,01大同區,2,民權西路台北橋往三重機慢車專用道,0,3,1,C03,1,21,2,8,50,14,11
102,03,16,17,23,01大同區,2,民權西路台北橋往三重機慢車專用道,0,3,2,C03,1,19,2,8,50,14,11
102,03,16,17,23,01大同區,2,民權西路台北橋往三重機慢車專用道,0,3,3,C03,1,72,2,8,50,14,11
102,03,17,14,31,01大同區,2,承德路 民生西路,0,1,1,C04,1,36,2,8,50,14,09
102,03,17,14,31,01大同區,2,承德路 民生西路,0,1,2,B01,1,63,3,8,50,14,09
102,03,17,16,55,01大同區,2,大同區民權西路93號,0,1,1,A02,1,43,3,8,50,14,10
102,03,17,16,55,01大同區,2,大同區民權西路93號,0,1,2,H01,1,,4,8,50,14,10
102,03,17,16,55,01大同區,2,大同區民權西路93號,0,1,3,H02,2,66,2,8,50,14,10
102,03,18,07,50,01大同區,2,忠孝西路忠孝橋往三重 機車道,0,2,1,C03,2,31,2,8,50,14,11
102,03,18,07,50,01大同區,2,忠孝西路忠孝橋往三重 機車道,0,2,2,C03,2,57,2,8,50,14,11
102,03,20,09,30,01大同區,2,民權西路 蘭州街,0,2,1,F01,2,66,2,8,50,04,01
102,03,20,09,30,01大同區,2,民權西路 蘭州街,0,2,2,C03,2,23,2,8,50,04,01
102,03,21,06,50,01大同區,2,環河北路 市民大道,0,1,1,B03,1,61,3,7,40,04,01
102,03,21,06,50,01大同區,2,環河北路 市民大道,0,1,2,C03,1,29,2,7,40,04,01
102,03,12,17,55,01大同區,2,大同區鄭州路3號,0,1,1,C03,1,,4,8,40,14,09
102,03,12,17,55,01大同區,2,大同區鄭州路3號,0,1,2,C03,1,18,2,8,40,14,09
102,03,16,20,12,01大同區,2,承德路 平陽街,0,1,1,C03,1,33,2,8,50,14,08
102,03,16,20,12,01大同區,2,承德路 平陽街,0,1,2,A11,1,47,3,8,50,14,08
102,03,19,13,45,01大同區,2,延平北路 民權西路,0,1,1,B03,2,62,3,8,50,04,02
102,03,19,13,45,01大同區,2,延平北路 民權西路,0,1,2,C04,2,63,2,8,50,04,02
102,03,23,10,35,01大同區,2,重慶北路 民權西路(大橋頭捷運站前),0,2,1,C03,1,25,2,8,50,14,09
102,03,23,10,35,01大同區,2,重慶北路 民權西路(大橋頭捷運站前),0,2,2,C03,1,32,2,8,50,14,09
102,03,27,23,43,01大同區,2,南京西路 延平北路,0,1,1,B01,1,44,4,8,50,04,02
102,03,27,23,43,01大同區,2,南京西路 延平北路,0,1,2,C03,1,20,2,8,50,04,02
102,03,17,20,20,01大同區,2,延平北路 南京西路,0,2,1,C03,2,20,2,8,50,04,19
102,03,17,20,20,01大同區,2,延平北路 南京西路,0,2,2,H01,2,75,2,8,50,04,19
102,04,05,10,05,01大同區,2,環河北路 民生西路,0,1,1,C03,1,24,2,7,40,03,01
102,04,05,10,05,01大同區,2,環河北路 民生西路,0,1,2,B03,1,55,3,7,40,03,01
102,04,09,21,50,01大同區,2,承德路 南京西路75號,0,2,1,C03,1,34,2,6,50,15,09
102,04,09,21,50,01大同區,2,承德路 南京西路75號,0,2,2,H01,2,58,2,6,50,15,09
102,04,15,12,40,01大同區,2,大同區承德路3段10號,0,1,1,B03,1,56,3,8,50,03,08
102,04,15,12,40,01大同區,2,大同區承德路3段10號,0,1,2,C03,1,24,2,8,50,03,08
102,04,20,01,30,01大同區,2,鄭州路 西寧北路,0,2,1,C03,1,18,2,8,40,04,02
102,04,20,01,30,01大同區,2,鄭州路 西寧北路,0,2,2,C03,1,19,2,8,40,04,02
102,04,17,18,10,01大同區,2,大同區環河北路2段23號,0,1,1,B03,1,49,3,8,50,14,09
102,04,17,18,10,01大同區,2,大同區環河北路2段23號,0,1,2,A05,1,57,3,8,50,14,09
102,04,17,18,10,01大同區,2,大同區環河北路2段23號,0,1,3,H02,2,70,2,8,50,14,09
102,04,20,13,50,01大同區,2,重慶北路 民族西路,0,1,1,C03,2,42,2,7,50,04,09
102,04,20,13,50,01大同區,2,重慶北路 民族西路,0,1,2,B03,1,33,3,7,50,04,09
102,05,05,21,15,01大同區,2,環河北路 鄭州路,0,2,1,B01,1,56,3,8,50,04,02
102,05,05,21,15,01大同區,2,環河北路 鄭州路,0,2,2,C03,2,30,2,8,50,04,02
102,05,02,11,40,01大同區,2,市民大道 環河北路,0,1,2,C03,1,39,2,8,0,05,01
102,05,08,21,23,01大同區,2,承德路1段 華陰街,0,3,1,C03,1,18,2,7,0,04,02
102,05,08,21,23,01大同區,2,承德路1段 華陰街,0,3,2,C03,2,18,2,7,0,04,02
102,05,08,21,23,01大同區,2,承德路1段 華陰街,0,3,3,H02,2,18,2,7,0,04,02
102,12,17,21,40,01大同區,2,重慶北路 民生西路,0,2,2,H01,2,56,2,6,50,04,02
102,12,17,21,40,01大同區,2,重慶北路 民生西路,0,2,3,C03,1,,4,6,50,04,02
102,12,17,21,40,01大同區,2,重慶北路 民生西路,0,2,4,C03,1,40,2,6,50,04,02
102,12,20,10,39,01大同區,2,承德路 民族西路,0,1,1,C03,2,56,2,6,50,04,01
102,12,20,10,39,01大同區,2,承德路 民族西路,0,1,2,B03,1,39,3,6,50,04,01
102,12,20,13,15,01大同區,2,大同區延平北路2段103號,0,1,1,B01,1,52,3,6,50,14,09
102,12,20,13,15,01大同區,2,大同區延平北路2段103號,0,1,2,C04,2,47,2,6,50,14,09
102,04,25,00,45,01大同區,2,南京西路 西寧北路,0,1,2,B03,1,35,3,7,50,04,01
102,05,06,17,35,01大同區,2,鄭州路 延平北路,0,1,1,B03,1,55,3,7,40,04,02
102,05,06,17,35,01大同區,2,鄭州路 延平北路,0,1,2,C03,1,25,2,7,40,04,02
102,05,13,07,40,01大同區,2,大同區塔城街,0,1,1,E01,1,29,3,8,40,04,01
102,05,13,07,40,01大同區,2,大同區塔城街,0,1,2,C03,1,26,2,8,40,04,01
102,05,13,07,40,01大同區,2,大同區塔城街,0,1,3,C03,1,31,3,8,40,04,01
102,05,13,16,50,01大同區,2,承德路 南京西路,0,1,1,,3,,,6,30,04,02
102,05,13,16,50,01大同區,2,承德路 南京西路,0,1,2,C03,1,46,2,6,30,04,02
102,09,30,18,00,01大同區,2,大同區承德路3段115號,0,1,1,C03,2,46,2,7,50,03,09
102,09,30,18,00,01大同區,2,大同區承德路3段115號,0,1,2,B01,1,35,3,7,50,03,09
102,01,02,17,40,01大同區,2,大同區環河北路1段243號,0,2,1,C04,2,19,2,7,50,03,02
102,02,03,21,30,01大同區,2,長安西路52巷 南京西路18巷,0,2,2,C03,1,18,2,8,50,14,09
102,03,30,09,32,01大同區,2,重慶北路 民生西路,0,3,1,C03,1,18,2,8,50,15,09
