發生年,發生月,發生日,發生時,發生分,區序,處理別,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
102,11,19,17,10,01大同區,2,承德路/敦煌路,0,1,2,B12,1,26,3,8,50,04,01
102,11,23,12,30,01大同區,2,大同區民族西路253號,0,1,1,B03,1,54,3,8,50,14,09
102,11,23,12,30,01大同區,2,大同區民族西路253號,0,1,2,B11,1,48,2,8,50,14,09
102,10,23,20,10,01大同區,2,大同區環河北路2段269號,0,2,1,C03,2,23,2,7,50,14,09
102,10,23,20,10,01大同區,2,大同區環河北路2段269號,0,2,2,C03,1,24,2,7,50,14,09
102,10,23,20,10,01大同區,2,大同區環河北路2段269號,0,2,3,B01,1,43,3,7,50,14,09
102,10,25,22,30,01大同區,2,延平北路 涼州街,0,1,1,B03,1,30,3,7,50,04,01
102,10,25,22,30,01大同區,2,延平北路 涼州街,0,1,2,C03,1,17,2,7,50,04,01
102,11,08,20,05,01大同區,2,安西街 涼州街,0,4,1,C03,2,31,2,7,50,04,01
102,11,08,20,05,01大同區,2,安西街 涼州街,0,4,2,C03,2,36,2,7,50,04,01
102,11,08,20,05,01大同區,2,安西街 涼州街,0,4,3,H02,2,28,2,7,50,04,01
102,11,08,20,05,01大同區,2,安西街 涼州街,0,4,4,H02,2,36,2,7,50,04,01
102,11,26,07,05,01大同區,2,重慶北路 昌吉街,0,1,1,C03,1,21,2,8,50,14,09
102,11,26,07,05,01大同區,2,重慶北路 昌吉街,0,1,2,B01,1,60,3,8,50,14,09
102,11,26,10,24,01大同區,2,承德路1段 華陰街,0,2,1,C03,2,25,2,8,50,04,02
102,11,26,10,24,01大同區,2,承德路1段 華陰街,0,2,2,C03,1,22,2,8,50,04,02
102,11,26,16,05,01大同區,2,台北橋機車道(25號燈桿),0,2,1,C03,2,18,2,8,50,08,09
102,11,26,16,05,01大同區,2,台北橋機車道(25號燈桿),0,2,2,F01,2,63,2,8,50,08,09
102,11,28,08,10,01大同區,2,重慶北路3段 哈密街59巷56弄口,0,1,1,B03,1,45,3,6,50,03,02
102,11,28,08,10,01大同區,2,重慶北路3段 哈密街59巷56弄口,0,1,2,C03,1,46,2,6,50,03,02
102,12,01,01,25,01大同區,2,長安西路 華亭街(長安西路256號前),0,1,1,C03,2,23,2,7,50,04,02
102,12,01,01,25,01大同區,2,長安西路 華亭街(長安西路256號前),0,1,2,B01,1,48,3,7,50,04,02
102,10,23,07,45,01大同區,2,環河北路 南京西路,0,3,1,C04,1,64,2,7,50,04,02
102,10,23,07,45,01大同區,2,環河北路 南京西路,0,3,2,C04,1,65,2,7,50,04,02
102,10,23,07,45,01大同區,2,環河北路 南京西路,0,3,3,C03,1,36,2,7,50,04,02
102,11,18,09,45,01大同區,2,民族西路75巷6弄口 民族西路75巷,0,1,1,B01,1,44,3,8,40,03,01
102,11,18,09,45,01大同區,2,民族西路75巷6弄口 民族西路75巷,0,1,2,C03,1,30,2,8,40,03,01
102,11,23,11,20,01大同區,2,大同區重慶北路3段340號,0,1,1,C04,2,59,2,8,50,05,02
102,11,23,11,20,01大同區,2,大同區重慶北路3段340號,0,1,2,B03,1,38,3,8,50,05,02
102,12,10,10,20,01大同區,2,承德路 民權西路,0,2,1,C03,2,26,2,8,0,04,09
102,12,10,10,20,01大同區,2,承德路 民權西路,0,2,2,C03,2,19,2,8,0,04,09
102,11,23,18,35,01大同區,2,大同區大龍街198號,0,2,1,H01,1,14,2,8,50,14,09
102,11,23,18,35,01大同區,2,大同區大龍街198號,0,2,2,C04,2,41,2,8,50,14,09
102,11,25,00,30,01大同區,2,延平北路 酒泉街,0,2,1,C03,1,33,2,6,50,04,02
102,11,25,00,30,01大同區,2,延平北路 酒泉街,0,2,2,H01,1,36,2,6,50,04,02
102,11,25,13,20,01大同區,2,承德路 敦煌路,0,2,1,B03,1,38,3,8,50,04,01
102,11,25,13,20,01大同區,2,承德路 敦煌路,0,2,2,C03,1,38,2,8,50,04,01
102,11,25,13,20,01大同區,2,承德路 敦煌路,0,2,3,C03,1,33,2,8,50,04,01
102,12,04,21,25,01大同區,2,大同區民族西路280號,0,1,1,C03,1,24,2,8,50,14,09
102,12,04,21,25,01大同區,2,大同區民族西路280號,0,1,2,B03,1,26,3,8,50,14,09
102,12,05,17,40,01大同區,2,重慶北路 南京西路,0,3,1,C03,2,21,2,8,50,04,01
102,12,05,17,40,01大同區,2,重慶北路 南京西路,0,3,2,C03,2,23,2,8,50,04,01
102,12,05,17,40,01大同區,2,重慶北路 南京西路,0,3,3,H02,2,21,2,8,50,04,01
102,12,12,12,20,01大同區,2,大同區延平北路4段231號,0,1,1,B03,1,34,3,7,50,14,09
102,12,12,12,20,01大同區,2,大同區延平北路4段231號,0,1,2,C03,1,24,2,7,50,14,09
102,12,18,22,10,01大同區,2,延平北路4段 迪化街2段268巷,0,1,1,B01,1,50,3,6,50,03,01
102,12,18,22,10,01大同區,2,延平北路4段 迪化街2段268巷,0,1,2,C03,1,25,2,6,50,03,01
102,12,19,08,40,01大同區,2,大同區民族西路與承德路3段口,0,1,1,C03,1,27,3,6,50,04,02
102,12,19,08,40,01大同區,2,大同區民族西路與承德路3段口,0,1,2,C03,2,25,2,6,50,04,02
102,12,19,19,30,01大同區,2,大同區酒泉街159號,0,2,1,H01,2,80,2,7,50,14,09
102,12,19,19,30,01大同區,2,大同區酒泉街159號,0,2,2,C03,1,27,2,7,50,14,09
102,12,28,20,25,01大同區,2,民生西路 太原路,0,1,1,C03,1,37,3,7,50,03,02
102,12,28,20,25,01大同區,2,民生西路 太原路,0,1,2,C03,1,46,2,7,50,03,02
102,12,29,19,00,01大同區,2,民權西路 大龍街,0,3,1,C03,1,35,2,7,50,04,01
102,12,29,19,00,01大同區,2,民權西路 大龍街,0,3,2,C03,1,30,2,7,50,04,01
102,12,29,19,00,01大同區,2,民權西路 大龍街,0,3,3,H02,2,19,2,7,50,04,01
102,06,29,11,57,01大同區,2,民生西路319-1號,0,1,1,B03,1,26,3,8,50,14,09
102,06,29,11,57,01大同區,2,民生西路319-1號,0,1,2,C03,2,56,2,8,50,14,09
102,07,06,11,50,01大同區,2,延平北路2段255-43號,0,2,1,C03,1,20,2,8,50,15,09
102,07,06,11,50,01大同區,2,延平北路2段255-43號,0,2,2,C03,1,63,2,8,50,15,09
102,07,10,20,40,01大同區,2,民權西路 大龍街,0,2,1,C03,1,15,2,7,50,03,02
102,07,10,20,40,01大同區,2,民權西路 大龍街,0,2,2,C04,2,44,2,7,50,03,02
102,07,10,22,45,01大同區,2,民權西路 蘭州街,0,2,1,C03,2,25,2,7,50,03,02
102,07,10,22,45,01大同區,2,民權西路 蘭州街,0,2,2,C03,1,43,2,7,50,03,02
102,07,16,09,55,01大同區,2,民樂街 歸綏街,0,1,1,B03,2,40,3,8,50,04,01
102,07,16,09,55,01大同區,2,民樂街 歸綏街,0,1,2,C03,1,56,2,8,50,04,01
102,07,30,16,34,01大同區,2,延平北路2段272巷 安西街,0,1,1,B03,1,43,3,8,30,03,01
102,07,30,16,34,01大同區,2,延平北路2段272巷 安西街,0,1,2,C03,2,38,2,8,30,03,01
102,07,31,16,17,01大同區,2,大同區長安西路153號,0,1,1,B03,1,50,3,8,50,03,02
102,07,31,16,17,01大同區,2,大同區長安西路153號,0,1,2,C03,1,33,2,8,50,03,02
102,07,31,16,17,01大同區,2,大同區長安西路153號,0,1,3,B03,1,48,3,8,50,03,02
102,08,01,11,45,01大同區,2,大同區太原路161巷,0,2,1,C03,1,65,2,8,50,04,02
102,08,01,11,45,01大同區,2,大同區太原路161巷,0,2,2,C03,1,23,2,8,50,04,02
102,08,03,21,43,01大同區,2,承德路 敦煌路,0,1,1,B03,1,32,3,7,50,04,01
102,08,03,21,43,01大同區,2,承德路 敦煌路,0,1,2,C03,1,19,2,7,50,04,01
102,08,23,12,45,01大同區,2,台北橋民權西路 往三重機車道,0,2,1,F01,2,55,2,8,50,08,11
102,08,23,12,45,01大同區,2,台北橋民權西路 往三重機車道,0,2,2,C03,2,59,2,8,50,08,11
102,08,28,05,00,01大同區,2,鄭州路 西寧北路,0,1,1,B03,1,68,3,8,40,04,02
102,08,28,05,00,01大同區,2,鄭州路 西寧北路,0,1,2,F01,2,57,2,8,40,04,02
102,08,28,22,00,01大同區,2,重慶北路上方市民高架道往西,0,1,1,B01,1,51,3,7,50,10,07
102,08,28,22,00,01大同區,2,重慶北路上方市民高架道往西,0,1,2,B03,1,27,2,7,50,10,07
102,06,24,14,29,01大同區,2,環河北路 昌吉街,0,1,1,B03,1,57,3,8,50,03,01
102,06,24,14,29,01大同區,2,環河北路 昌吉街,0,1,2,C03,2,25,2,8,50,03,01
102,06,27,08,20,01大同區,2,延平北路 民權西路,0,1,1,C03,1,20,3,8,50,04,01
102,06,27,08,20,01大同區,2,延平北路 民權西路,0,1,2,C03,1,83,2,8,50,04,01
102,06,27,17,40,01大同區,2,重慶北路3段236巷45弄口,0,1,1,C03,2,51,2,7,50,04,01
102,06,27,17,40,01大同區,2,重慶北路3段236巷45弄口,0,1,2,B03,1,52,3,7,50,04,01
102,06,30,09,30,01大同區,2,大同區通河西街1段,0,1,1,B12,1,40,3,8,30,14,09
102,06,30,09,30,01大同區,2,大同區通河西街1段,0,1,2,C03,2,19,2,8,30,14,09
102,07,01,16,20,01大同區,2,承德路 昌吉街,0,1,1,B03,1,70,3,8,50,04,01
102,07,01,16,20,01大同區,2,承德路 昌吉街,0,1,2,C03,2,27,2,8,50,04,01
102,07,01,16,20,01大同區,2,承德路 昌吉街,0,1,3,C03,2,24,3,8,50,04,01
102,07,02,08,00,01大同區,2,大同區環河北路1段155號,0,2,1,C03,1,19,2,8,50,14,09
102,07,02,08,00,01大同區,2,大同區環河北路1段155號,0,2,2,H01,2,65,2,8,50,14,09
102,07,02,10,18,01大同區,2,忠孝西路 西寧北路,0,2,1,C03,1,28,2,8,50,04,04
102,07,02,10,18,01大同區,2,忠孝西路 西寧北路,0,2,2,C03,1,60,2,8,50,04,04
102,07,04,08,00,01大同區,2,承德路3段176巷口,0,1,1,C03,2,29,2,8,50,03,02
102,07,04,08,00,01大同區,2,承德路3段176巷口,0,1,2,B03,1,41,3,8,50,03,02
102,07,04,10,00,01大同區,2,大同區民族西路78號,0,1,1,C03,1,19,3,8,50,03,02
102,07,04,10,00,01大同區,2,大同區民族西路78號,0,1,2,C03,2,54,2,8,50,03,02
102,07,05,11,57,01大同區,2,承德路 平陽街,0,1,1,A04,1,50,3,8,50,03,02
102,07,05,11,57,01大同區,2,承德路 平陽街,0,1,2,C03,1,20,2,8,50,03,02
102,07,06,09,18,01大同區,2,昌吉街 伊寧街9巷口,0,1,1,B03,1,61,3,8,50,03,01
102,07,06,09,18,01大同區,2,昌吉街 伊寧街9巷口,0,1,2,C03,1,30,2,8,50,03,01
102,07,07,07,55,01大同區,2,環河北路3段 民族西路堤外出入,0,1,1,F01,1,43,2,8,0,03,02
102,07,07,07,55,01大同區,2,環河北路3段 民族西路堤外出入,0,1,2,H01,1,60,3,8,0,03,02
102,07,10,07,50,01大同區,2,重慶北路 民族西路,0,1,1,C04,1,79,2,8,50,04,01
102,07,10,07,50,01大同區,2,重慶北路 民族西路,0,1,2,C03,1,61,3,8,50,04,01
102,07,10,07,50,01大同區,2,重慶北路 民族西路,0,1,3,H03,1,54,3,8,50,04,01
102,07,10,10,00,01大同區,2,大同區重慶北路3段198號,0,2,1,C03,1,19,2,8,50,03,02
102,07,10,10,00,01大同區,2,大同區重慶北路3段198號,0,2,2,F01,2,52,2,8,50,03,02
102,11,13,18,20,01大同區,2,民權西路台北橋往三重機車道,0,1,1,C03,1,,4,8,50,08,11
102,11,13,18,20,01大同區,2,民權西路台北橋往三重機車道,0,1,2,C03,1,44,2,8,50,08,11
102,12,14,08,20,01大同區,2,大同區西寧北路32號,0,1,1,C03,2,58,2,6,50,14,09
102,12,14,08,20,01大同區,2,大同區西寧北路32號,0,1,2,C03,1,48,3,6,50,14,09
102,12,30,23,40,01大同區,2,大同區承德路3段208巷,0,1,1,B01,1,,4,8,50,04,01
102,12,30,23,40,01大同區,2,大同區承德路3段208巷,0,1,2,C03,1,19,2,8,50,04,01
102,12,30,23,40,01大同區,2,大同區承德路3段208巷,0,1,3,B03,1,,3,8,50,04,01
102,06,24,10,20,01大同區,2,大同區民權西路94號,0,2,1,C03,1,34,2,8,50,14,09
102,06,24,10,20,01大同區,2,大同區民權西路94號,0,2,2,B03,2,36,3,8,50,14,09
102,06,24,10,20,01大同區,2,大同區民權西路94號,0,2,3,H02,2,34,2,8,50,14,09
102,07,03,19,53,01大同區,2,環河北路1段 水源快速道路,0,1,1,B03,1,37,2,8,50,10,05
102,07,03,19,53,01大同區,2,環河北路1段 水源快速道路,0,1,2,,3,,,8,50,10,05
102,08,19,04,45,01大同區,2,大同區環河北路2段289號,0,1,1,A11,1,47,3,8,50,14,09
102,08,19,04,45,01大同區,2,大同區環河北路2段289號,0,1,2,B03,1,48,2,8,50,14,09
102,08,19,19,00,01大同區,2,民生西路423巷口,0,2,1,C03,1,65,2,8,50,04,01
102,08,19,19,00,01大同區,2,民生西路423巷口,0,2,2,C03,1,46,2,8,50,04,01
102,08,20,05,33,01大同區,2,大同區民權西路254號,0,2,1,H01,2,60,2,6,50,04,01
102,08,20,05,33,01大同區,2,大同區民權西路254號,0,2,2,C03,1,26,2,6,50,04,01
102,09,02,21,50,01大同區,2,重慶北路 民權西路,0,2,1,C03,1,21,2,8,50,04,01
102,09,02,21,50,01大同區,2,重慶北路 民權西路,0,2,2,B01,1,56,3,8,50,04,01
102,09,02,21,50,01大同區,2,重慶北路 民權西路,0,2,3,H02,2,22,2,8,50,04,01
102,09,03,18,10,01大同區,2,南京西路 民樂街,0,1,1,C03,1,31,2,8,0,03,01
102,09,03,18,10,01大同區,2,南京西路 民樂街,0,1,2,,3,,,8,0,03,01
102,09,04,11,55,01大同區,2,重慶北路 市民大道,0,3,1,B01,1,52,3,8,40,04,01
102,09,04,11,55,01大同區,2,重慶北路 市民大道,0,3,2,C03,1,21,2,8,40,04,01
102,09,04,11,55,01大同區,2,重慶北路 市民大道,0,3,3,C03,1,41,2,8,40,04,01
102,09,04,11,55,01大同區,2,重慶北路 市民大道,0,3,4,H02,2,30,2,8,40,04,01
102,09,27,22,35,01大同區,2,承德路 民權西路,0,1,1,C03,1,20,2,8,50,14,09
102,09,27,22,35,01大同區,2,承德路 民權西路,0,1,2,B03,1,40,3,8,50,14,09
102,09,27,22,35,01大同區,2,承德路 民權西路,0,1,3,A04,1,50,3,8,50,14,09
102,10,08,16,10,01大同區,2,承德路 昌吉街,0,1,1,B03,1,,4,8,50,03,01
102,10,08,16,10,01大同區,2,承德路 昌吉街,0,1,2,C03,1,19,2,8,50,03,01
102,10,20,20,04,01大同區,2,承德路 華陰街,0,1,1,C03,1,55,2,6,50,04,01
102,10,20,20,04,01大同區,2,承德路 華陰街,0,1,2,,3,,,6,50,04,01
102,09,29,17,35,01大同區,2,延平北路 市民大道,0,2,1,G06,1,,4,7,40,04,02
102,09,29,17,35,01大同區,2,延平北路 市民大道,0,2,2,B03,2,33,3,7,40,04,02
102,09,29,17,35,01大同區,2,延平北路 市民大道,0,2,3,C03,1,41,2,7,40,04,02
102,09,29,17,35,01大同區,2,延平北路 市民大道,0,2,4,H02,2,5,2,7,40,04,02
102,10,08,19,30,01大同區,2,大同區民權西路260號,0,3,1,C03,1,29,2,7,50,03,02
102,10,08,19,30,01大同區,2,大同區民權西路260號,0,3,2,C03,1,18,2,7,50,03,02
102,10,08,19,30,01大同區,2,大同區民權西路260號,0,3,3,H02,2,18,2,7,50,03,02
102,10,13,17,50,01大同區,2,大同區重慶北路1段18號,0,1,1,B03,1,50,3,7,50,03,02
102,10,13,17,50,01大同區,2,大同區重慶北路1段18號,0,1,2,C03,1,23,2,7,50,03,02
102,10,20,20,50,01大同區,2,延平北路 南京西路,0,1,1,B03,1,53,3,7,50,04,04
102,10,20,20,50,01大同區,2,延平北路 南京西路,0,1,2,C03,2,21,2,7,50,04,04
102,10,20,22,55,01大同區,2,南京西路 民樂街,0,1,1,B02,1,57,3,7,50,03,01
102,10,20,22,55,01大同區,2,南京西路 民樂街,0,1,2,C03,1,23,2,7,50,03,01
102,10,30,08,10,01大同區,2,大同區承德路3段120號,0,2,1,H01,2,87,2,8,50,04,02
102,10,30,08,10,01大同區,2,大同區承德路3段120號,0,2,2,C03,2,18,2,8,50,04,02
102,11,09,13,10,01大同區,2,長安西路 南京西路64巷,0,1,1,C03,2,41,2,8,50,03,02
102,11,09,13,10,01大同區,2,長安西路 南京西路64巷,0,1,2,B03,2,56,3,8,50,03,02
102,11,11,09,42,01大同區,2,重慶北路 民族西路,0,1,1,C03,1,18,3,7,50,04,04
102,11,11,09,42,01大同區,2,重慶北路 民族西路,0,1,2,F01,2,45,2,7,50,04,04
102,11,16,13,25,01大同區,2,承德路 敦煌路,0,1,1,B03,1,27,3,7,50,04,01
102,11,16,13,25,01大同區,2,承德路 敦煌路,0,1,2,C03,1,24,2,7,50,04,01
102,11,23,23,09,01大同區,2,承德路 民族西路,0,1,1,B02,1,36,4,7,50,04,01
102,11,23,23,09,01大同區,2,承德路 民族西路,0,1,2,C03,1,30,2,7,50,04,01
102,07,24,14,07,01大同區,2,大同區承德路2段172號,0,1,1,C03,1,20,2,8,50,14,09
102,07,24,14,07,01大同區,2,大同區承德路2段172號,0,1,2,A04,1,56,3,8,50,14,09
102,07,25,09,57,01大同區,2,民族西路282巷32號,0,1,1,B03,1,58,3,8,30,14,09
102,07,25,09,57,01大同區,2,民族西路282巷32號,0,1,2,C03,1,18,2,8,30,14,09
102,07,25,09,57,01大同區,2,民族西路282巷32號,0,1,3,C03,1,34,3,8,30,14,09
102,07,31,21,40,01大同區,2,大同區敦煌路19號,0,2,1,C04,2,28,2,8,50,03,01
102,07,31,21,40,01大同區,2,大同區敦煌路19號,0,2,2,C03,1,23,2,8,50,03,01
102,08,08,11,10,01大同區,2,撫順街 承德路3段51巷,0,1,1,B03,2,42,3,8,50,03,01
102,08,08,11,10,01大同區,2,撫順街 承德路3段51巷,0,1,2,C03,1,56,2,8,50,03,01
102,08,20,08,20,01大同區,2,寧夏路平陽街,0,1,1,B03,1,36,3,6,50,03,01
102,08,20,08,20,01大同區,2,寧夏路平陽街,0,1,2,C03,2,43,3,6,50,03,01
102,08,20,08,20,01大同區,2,寧夏路平陽街,0,1,3,H01,1,79,2,6,50,03,01
102,08,28,13,50,01大同區,2,大同區民權西路136號,0,1,1,B03,2,52,3,8,50,04,09
102,08,28,13,50,01大同區,2,大同區民權西路136號,0,1,2,C03,2,49,2,8,50,04,09
102,08,25,13,44,01大同區,2,大同區延平北路4段282巷,0,1,1,C03,1,,4,8,50,05,02
102,08,25,13,44,01大同區,2,大同區延平北路4段282巷,0,1,2,C03,2,39,2,8,50,05,02
102,07,04,14,56,01大同區,2,重慶北路1段26巷口,0,2,1,C03,1,37,2,8,50,04,01
102,07,04,14,56,01大同區,2,重慶北路1段26巷口,0,2,2,B03,2,71,3,8,50,04,01
102,07,04,14,56,01大同區,2,重慶北路1段26巷口,0,2,3,H02,2,28,2,8,50,04,01
102,07,05,06,42,01大同區,2,延平北路 鄭州路,0,3,1,C03,2,18,2,8,40,04,01
102,07,05,06,42,01大同區,2,延平北路 鄭州路,0,3,2,C03,1,27,2,8,40,04,01
102,07,05,06,42,01大同區,2,延平北路 鄭州路,0,3,3,H02,2,22,2,8,40,04,01
102,07,08,06,18,01大同區,2,民權西路台北橋機車道,0,2,1,C03,1,38,2,8,40,14,11
102,07,08,06,18,01大同區,2,民權西路台北橋機車道,0,2,2,F01,1,65,2,8,40,14,11
102,07,08,08,04,01大同區,2,大同區長安西路與環河北路1段口,0,1,1,C03,1,28,3,8,50,03,01
102,07,08,08,04,01大同區,2,大同區長安西路與環河北路1段口,0,1,2,C04,2,43,2,8,50,03,01
102,07,08,08,04,01大同區,2,大同區長安西路與環河北路1段口,0,1,3,B03,2,36,3,8,50,03,01
102,07,10,11,03,01大同區,2,延平北路3段113巷 民族西路282巷,0,2,1,C04,1,47,2,8,40,04,01
102,07,10,11,03,01大同區,2,延平北路3段113巷 民族西路282巷,0,2,2,C03,1,23,2,8,40,04,01
102,07,08,23,47,01大同區,2,環河北路 市民大道,0,1,1,C03,1,23,3,7,40,04,01
102,07,08,23,47,01大同區,2,環河北路 市民大道,0,1,2,C03,1,22,3,7,40,04,01
102,07,26,12,00,01大同區,2,大同區大龍街124號,0,1,1,B02,1,58,3,8,50,14,09
102,07,26,12,00,01大同區,2,大同區大龍街124號,0,1,2,C04,2,56,2,8,50,14,09
102,07,29,14,25,01大同區,2,大同區承德路2段164號,0,1,1,C03,1,18,2,8,50,14,09
102,07,29,14,25,01大同區,2,大同區承德路2段164號,0,1,2,B01,1,62,3,8,50,14,09
102,07,31,21,00,01大同區,2,民權西路 蘭州街,0,2,1,C03,1,52,2,8,50,04,01
102,07,31,21,00,01大同區,2,民權西路 蘭州街,0,2,2,C03,1,20,2,8,50,04,01
102,08,01,19,30,01大同區,2,鄭州路 塔城街,0,1,1,C03,1,21,3,8,40,04,01
102,08,01,19,30,01大同區,2,鄭州路 塔城街,0,1,2,C03,1,60,2,8,40,04,01
102,08,03,13,24,01大同區,2,忠孝西路 西寧北路,0,1,1,C03,2,19,2,8,50,04,01
102,08,03,13,24,01大同區,2,忠孝西路 西寧北路,0,1,2,B03,1,36,3,8,50,04,01
102,08,11,21,45,01大同區,2,大同區忠孝西路2段13號,0,1,1,G06,1,,4,8,50,04,01
102,08,11,21,45,01大同區,2,大同區忠孝西路2段13號,0,1,2,C03,1,20,2,8,50,04,01
102,08,16,10,00,01大同區,2,重慶北路3段243巷11號,0,2,1,C03,1,,4,8,50,03,01
102,08,16,10,00,01大同區,2,重慶北路3段243巷11號,0,2,2,C03,1,62,2,8,50,03,01
102,08,16,10,00,01大同區,2,重慶北路3段243巷11號,0,2,3,H02,2,59,2,8,50,03,01
102,08,20,07,57,01大同區,2,大同區延平北路2段266號,0,2,1,C03,1,31,2,6,50,04,02
102,08,20,07,57,01大同區,2,大同區延平北路2段266號,0,2,2,H01,2,74,2,6,50,04,02
102,07,29,15,05,01大同區,2,大同區鄭州路55號,0,1,1,C03,1,26,2,8,40,14,09
102,07,29,15,05,01大同區,2,大同區鄭州路55號,0,1,2,B01,1,57,3,8,40,14,09
102,08,02,20,10,01大同區,2,民生西路 延平北路,0,1,1,C03,1,101,4,8,50,14,09
102,08,02,20,10,01大同區,2,民生西路 延平北路,0,1,2,C03,1,21,2,8,50,14,09
102,08,13,01,34,01大同區,2,承德路 南京西路,0,1,1,B03,1,23,3,7,50,04,01
102,08,13,01,34,01大同區,2,承德路 南京西路,0,1,2,C04,2,18,2,7,50,04,01
102,08,20,13,40,01大同區,2,延平北路4段 高速公路橋下,0,1,1,B01,1,66,3,1,50,14,09
102,08,20,13,40,01大同區,2,延平北路4段 高速公路橋下,0,1,2,C03,2,50,2,1,50,14,09
102,08,22,08,40,01大同區,2,大同區環河北路2段145巷,0,1,1,C03,1,23,3,6,50,03,01
102,08,22,08,40,01大同區,2,大同區環河北路2段145巷,0,1,2,C03,2,33,2,6,50,03,01
102,08,23,17,00,01大同區,2,大同區歸綏街238號,0,1,1,B03,1,55,3,6,50,14,09
102,08,23,17,00,01大同區,2,大同區歸綏街238號,0,1,2,C03,2,34,2,6,50,14,09
102,08,29,09,22,01大同區,2,承德路 南京西路,0,1,1,C03,2,23,3,6,50,14,09
102,08,29,09,22,01大同區,2,承德路 南京西路,0,1,2,C03,1,60,2,6,50,14,09
102,07,02,19,11,01大同區,2,延平北路 天水路,0,2,1,C03,1,40,2,8,50,04,22
102,07,02,19,11,01大同區,2,延平北路 天水路,0,2,2,H01,1,53,2,8,50,04,22
102,07,06,22,37,01大同區,2,承德路3段(336號) 敦煌路口,0,1,1,E01,1,44,3,8,50,05,22
102,07,06,22,37,01大同區,2,承德路3段(336號) 敦煌路口,0,1,2,C03,1,18,2,8,50,05,22
102,07,20,22,10,01大同區,2,承德路 撫順街,0,2,1,F01,1,13,2,8,50,03,22
102,07,20,22,10,01大同區,2,承德路 撫順街,0,2,2,C03,1,35,2,8,50,03,22
102,07,21,19,40,01大同區,2,忠孝西路 昆明街,0,1,1,C03,1,34,2,8,50,09,22
102,07,21,19,40,01大同區,2,忠孝西路 昆明街,0,1,2,B01,1,45,3,8,50,09,22
102,08,06,11,50,01大同區,2,環河北路 歸綏街,0,2,1,C03,1,51,2,8,50,15,22
102,08,06,11,50,01大同區,2,環河北路 歸綏街,0,2,2,C03,2,19,2,8,50,15,22
102,08,06,11,50,01大同區,2,環河北路 歸綏街,0,2,3,A31,1,41,3,8,50,15,22
102,09,04,07,27,01大同區,2,延平北路 民族西路,0,1,1,B03,1,57,3,8,50,15,09
102,09,04,07,27,01大同區,2,延平北路 民族西路,0,1,2,H01,2,74,2,8,50,15,09
102,08,06,18,17,01大同區,2,大同區長安西路287號,0,2,1,C03,1,22,2,8,50,14,09
102,08,06,18,17,01大同區,2,大同區長安西路287號,0,2,2,H01,1,65,2,8,50,14,09
102,08,14,18,30,01大同區,2,重慶北路 民族西路,0,1,1,B03,2,24,3,7,50,12,22
102,08,14,18,30,01大同區,2,重慶北路 民族西路,0,1,2,H01,2,48,2,7,50,12,22
102,08,15,00,48,01大同區,2,大同區民生西路159號,0,1,1,B03,1,32,3,7,50,14,09
102,08,15,00,48,01大同區,2,大同區民生西路159號,0,1,2,C03,1,26,2,7,50,14,09
102,08,10,22,37,01大同區,2,大同區民生西路88號,0,2,2,C03,1,27,2,7,50,04,09
102,08,10,22,37,01大同區,2,大同區民生西路88號,0,2,3,H02,2,27,2,7,50,04,09
102,08,15,09,01,01大同區,2,大同區昌吉街61巷,0,1,1,C03,2,56,4,8,50,04,02
102,07,15,16,40,01大同區,2,重慶北路 民生西路,0,1,1,B03,1,32,3,8,0,04,02
102,07,15,16,40,01大同區,2,重慶北路 民生西路,0,1,2,C03,1,34,2,8,0,04,02
102,07,16,22,27,01大同區,2,大同區大龍街85巷,0,1,1,B03,1,38,3,7,0,04,02
102,07,16,22,27,01大同區,2,大同區大龍街85巷,0,1,2,C03,1,40,2,7,0,04,02
102,07,17,16,10,01大同區,2,哈密街59巷21號,0,1,1,C03,2,53,2,8,0,04,01
102,07,17,16,10,01大同區,2,哈密街59巷21號,0,1,2,B01,1,55,3,8,0,04,01
102,07,19,21,52,01大同區,2,民權西路 蘭州街,0,1,1,C03,1,,4,7,0,04,04
102,07,19,21,52,01大同區,2,民權西路 蘭州街,0,1,2,C03,2,21,2,7,0,04,04
102,07,21,01,10,01大同區,2,大同區長安西路81號,0,1,1,H01,1,31,2,7,0,14,09
102,07,21,01,10,01大同區,2,大同區長安西路81號,0,1,2,C03,1,24,3,7,0,14,09
102,07,22,11,45,01大同區,2,延平北路 民權西路,0,3,1,C03,1,34,2,8,0,04,01
102,07,22,11,45,01大同區,2,延平北路 民權西路,0,3,2,C03,1,36,2,8,0,04,01
102,07,22,11,45,01大同區,2,延平北路 民權西路,0,3,3,H02,2,26,2,8,0,04,01
102,06,28,11,30,01大同區,2,大同區承德路2段235號,0,1,1,B01,1,51,3,8,0,14,09
102,06,28,11,30,01大同區,2,大同區承德路2段235號,0,1,2,C03,1,44,2,8,0,14,09
102,09,05,11,20,01大同區,2,民權西路 重慶北路,0,1,1,G06,1,,4,8,50,14,09
102,09,05,11,20,01大同區,2,民權西路 重慶北路,0,1,2,C04,2,58,2,8,50,14,09
102,09,09,10,15,01大同區,2,大同區南京西路133號,0,1,1,,3,,,8,50,14,09
