發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
105,04,07,08,15,2,01大同區,大同區民族西路與延平北路4段口,0,1,2,C03,1,26,2,8,50,5,01
105,03,14,07,25,2,01大同區,大同區承德路3段225巷,0,1,1,C03,2,56,2,7,30,3,01
105,03,31,08,28,2,01大同區,大同區民權西路72號,0,2,4,C03,1,36,2,8,50,14,09
105,04,18,12,00,2,01大同區,大同區承德路3段208巷,0,1,1,B01,1,55,3,6,50,14,09
105,04,18,12,00,2,01大同區,大同區承德路3段208巷,0,1,2,C03,1,31,2,6,50,14,09
105,04,19,10,58,2,01大同區,大同區民族西路與大龍街口,0,2,1,B12,1,33,3,8,50,15,18
105,04,19,10,58,2,01大同區,大同區民族西路與大龍街口,0,2,2,H01,1,87,2,8,50,15,18
105,04,19,10,58,2,01大同區,大同區民族西路與大龍街口,0,2,3,H01,2,82,2,8,50,15,18
105,04,13,08,53,2,01大同區,大同區太原路133巷,0,1,2,C03,1,25,2,8,0,3,02
105,04,13,08,53,2,01大同區,大同區太原路133巷,0,1,1,C03,1,105,4,8,0,3,02
105,04,13,14,00,2,01大同區,大同區重慶北路3段191巷21號與民族西路187巷口,0,1,1,B12,1,33,3,6,40,3,02
105,04,13,14,00,2,01大同區,大同區重慶北路3段191巷21號與民族西路187巷口,0,1,2,C03,1,19,2,6,40,3,02
105,04,17,20,53,2,01大同區,大同區承德路1段與南京西路口,0,2,1,H01,1,66,2,7,50,4,02
105,04,17,20,53,2,01大同區,大同區承德路1段與南京西路口,0,2,2,C03,1,20,2,7,50,4,02
105,04,18,18,40,2,01大同區,大同區延平北路1段與甘谷街口,0,3,1,C03,2,26,2,7,50,4,01
105,04,18,18,40,2,01大同區,大同區延平北路1段與甘谷街口,0,3,2,C03,1,54,2,7,50,4,01
105,04,18,18,40,2,01大同區,大同區延平北路1段與甘谷街口,0,3,3,H02,2,27,2,7,50,4,01
105,04,28,19,10,2,01大同區,大同區民生西路167號,0,1,3,C03,2,59,2,7,0,14,09
105,04,28,19,10,2,01大同區,大同區民生西路167號,0,1,1,G06,1,105,4,7,0,14,09
105,04,28,19,10,2,01大同區,大同區民生西路167號,0,1,2,C03,1,105,4,7,0,14,09
105,04,29,19,00,2,01大同區,大同區承德路1段與長安西路口,0,1,1,C03,1,27,2,7,50,4,01
105,04,29,19,00,2,01大同區,大同區承德路1段與長安西路口,0,1,2,C03,1,23,3,7,50,4,01
105,05,07,12,35,2,01大同區,大同區哈密街45巷,0,1,1,B03,1,51,3,8,40,4,01
105,05,07,12,35,2,01大同區,大同區哈密街45巷,0,1,2,C03,1,29,2,8,40,4,01
105,05,01,15,10,2,01大同區,大同區承德路3段與敦煌路口,0,1,1,B03,1,50,3,7,50,4,02
105,05,01,15,10,2,01大同區,大同區承德路3段與敦煌路口,0,1,2,C03,1,56,2,7,50,4,02
105,03,28,17,57,2,01大同區,大同區哈密街59巷與敦煌路口,0,1,1,C03,1,39,2,7,40,4,01
105,03,28,17,57,2,01大同區,大同區哈密街59巷與敦煌路口,0,1,2,B03,1,52,3,7,40,4,01
105,04,16,08,53,2,01大同區,大同區長安西路與塔城街口,0,1,1,A02,1,41,3,8,0,4,01
105,04,16,08,53,2,01大同區,大同區長安西路與塔城街口,0,1,2,C03,1,27,2,8,0,4,01
105,04,19,22,47,2,01大同區,大同區鄭州路與延平北路1段口,0,1,1,B01,1,58,3,8,40,4,01
105,05,06,11,30,2,01大同區,大同區環河北路1段與民生西路口,0,1,1,B03,1,67,3,8,40,14,09
105,05,06,11,30,2,01大同區,大同區環河北路1段與民生西路口,0,1,2,C03,2,23,2,8,40,14,09
105,05,06,13,43,2,01大同區,大同區民生西路與太原路口,0,2,1,B01,1,45,3,8,50,3,01
105,05,06,13,43,2,01大同區,大同區民生西路與太原路口,0,2,2,C03,1,24,2,8,50,3,01
105,05,06,13,43,2,01大同區,大同區民生西路與太原路口,0,2,3,H02,1,18,2,8,50,3,01
105,05,12,07,44,2,01大同區,大同區延平北路2段144巷,0,1,1,B03,1,46,3,8,50,4,01
105,05,12,07,44,2,01大同區,大同區延平北路2段144巷,0,1,2,F01,1,74,2,8,50,4,01
105,04,19,22,47,2,01大同區,大同區鄭州路與延平北路1段口,0,1,2,C03,1,30,2,8,40,4,01
105,04,20,18,03,2,01大同區,大同區鄭州路與環河北路1段口,0,2,1,C03,2,32,2,8,0,14,11
105,04,20,18,03,2,01大同區,大同區鄭州路與環河北路1段口,0,2,2,C03,2,46,2,8,0,14,11
105,04,28,19,30,2,01大同區,大同區環河北路1段,0,3,1,F01,1,13,2,8,40,14,09
105,04,28,19,30,2,01大同區,大同區環河北路1段,0,3,2,C03,1,31,2,8,40,14,09
105,04,28,19,30,2,01大同區,大同區環河北路1段,0,3,3,C03,1,58,3,8,40,14,09
105,04,28,19,30,2,01大同區,大同區環河北路1段,0,3,4,B03,1,37,3,8,40,14,09
105,04,28,19,30,2,01大同區,大同區環河北路1段,0,3,5,H02,2,19,2,8,40,14,09
105,04,22,09,50,2,01大同區,大同區南京西路與承德路1段口,0,1,1,G06,1,105,4,8,50,4,03
105,04,22,09,50,2,01大同區,大同區南京西路與承德路1段口,0,1,2,C03,1,44,2,8,50,4,03
105,04,26,11,20,2,01大同區,大同區延平北路2段268號,0,1,1,B12,1,60,3,8,50,14,09
105,04,26,11,20,2,01大同區,大同區延平北路2段268號,0,1,2,C03,2,41,2,8,50,14,09
105,04,07,08,15,2,01大同區,大同區民族西路與延平北路4段口,0,1,1,B01,1,42,3,8,50,5,01
105,03,14,07,25,2,01大同區,大同區承德路3段225巷,0,1,2,B03,1,53,3,7,30,3,01
105,03,20,02,40,2,01大同區,大同區民權西路與重慶北路3段口,0,1,1,B03,1,24,3,7,50,4,01
105,03,20,02,40,2,01大同區,大同區民權西路與重慶北路3段口,0,1,2,B01,1,67,2,7,50,4,01
105,04,12,01,10,2,01大同區,大同區承德橋,0,2,1,C03,1,30,2,6,40,8,11
105,04,12,01,10,2,01大同區,大同區承德橋,0,2,2,C03,1,58,3,6,40,8,11
105,04,12,01,10,2,01大同區,大同區承德橋,0,2,3,H02,2,56,2,6,40,8,11
105,03,17,15,05,2,01大同區,大同區昌吉街6號,0,1,1,B12,1,44,3,7,50,3,01
105,03,17,15,05,2,01大同區,大同區昌吉街6號,0,1,2,C03,1,25,2,7,50,3,01
105,03,17,15,05,2,01大同區,大同區昌吉街6號,0,1,3,B12,1,30,3,7,50,3,01
105,03,17,17,25,2,01大同區,大同區承德路2段與平陽街口,0,5,1,B03,1,46,3,8,50,4,01
105,03,17,17,25,2,01大同區,大同區承德路2段與平陽街口,0,5,2,C03,1,17,2,8,50,4,01
105,03,17,17,25,2,01大同區,大同區承德路2段與平陽街口,0,5,3,C04,2,49,2,8,50,4,01
105,03,17,17,25,2,01大同區,大同區承德路2段與平陽街口,0,5,4,C03,1,59,2,8,50,4,01
105,03,17,17,25,2,01大同區,大同區承德路2段與平陽街口,0,5,5,C03,1,57,2,8,50,4,01
105,03,17,17,25,2,01大同區,大同區承德路2段與平陽街口,0,5,6,H02,1,17,2,8,50,4,01
105,03,18,07,55,2,01大同區,大同區承德路3段與敦煌路口,0,2,1,B12,1,33,3,6,50,4,01
105,03,18,07,55,2,01大同區,大同區承德路3段與敦煌路口,0,2,2,C03,2,32,2,6,50,4,01
105,03,18,07,55,2,01大同區,大同區承德路3段與敦煌路口,0,2,3,C03,1,37,2,6,50,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,1,A12,1,47,3,6,60,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,2,B12,1,35,2,6,60,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,3,B12,1,55,3,6,60,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,4,B03,1,40,3,6,60,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,5,H02,1,36,2,6,60,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,6,H02,1,36,2,6,60,4,01
105,03,24,12,45,2,01大同區,大同區環河北路1段與民生西路口,0,4,7,H02,1,31,2,6,60,4,01
105,03,31,23,00,2,01大同區,大同區南京西路與民樂街口,0,1,1,F01,1,14,3,8,50,3,04
105,03,31,23,00,2,01大同區,大同區南京西路與民樂街口,0,1,2,C03,1,28,2,8,50,3,04
105,04,06,10,45,2,01大同區,大同區長安西路118號,0,1,1,B12,1,29,3,8,50,3,01
105,04,06,10,45,2,01大同區,大同區長安西路118號,0,1,2,C03,1,32,2,8,50,3,01
105,04,06,14,00,2,01大同區,大同區環河北路1段171號,0,2,1,C03,1,46,2,8,50,3,01
105,04,06,14,00,2,01大同區,大同區環河北路1段171號,0,2,2,C03,2,37,2,8,50,3,01
105,04,07,09,05,2,01大同區,大同區環河北路1段187號,0,1,1,B12,1,105,4,8,50,14,22
105,04,07,09,05,2,01大同區,大同區環河北路1段187號,0,1,2,B03,1,43,3,8,50,14,22
105,04,07,09,05,2,01大同區,大同區環河北路1段187號,0,1,3,C03,1,52,2,8,50,14,22
105,04,07,09,05,2,01大同區,大同區環河北路1段187號,0,1,4,B12,1,105,4,8,50,14,22
105,04,09,08,45,2,01大同區,大同區重慶北路3段236巷,0,2,1,B03,1,36,3,8,50,4,01
105,04,09,08,45,2,01大同區,大同區重慶北路3段236巷,0,2,2,C03,1,66,2,8,50,4,01
105,04,09,08,45,2,01大同區,大同區重慶北路3段236巷,0,2,3,H02,2,66,2,8,50,4,01
105,04,09,18,00,2,01大同區,環河北堤外便道,0,3,1,C03,2,58,2,8,40,14,09
105,04,09,18,00,2,01大同區,環河北堤外便道,0,3,2,C03,1,22,2,8,40,14,09
105,04,09,18,00,2,01大同區,環河北堤外便道,0,3,3,H02,2,22,2,8,40,14,09
105,03,14,17,10,2,01大同區,大同區承德路3段5號,0,1,1,C03,2,20,2,7,50,3,02
105,03,14,17,10,2,01大同區,大同區承德路3段5號,0,1,2,C03,1,59,3,7,50,3,02
105,03,17,23,42,2,01大同區,大同區延平北路2段與民權西路口,0,2,1,C04,2,69,2,7,50,4,01
105,03,17,23,42,2,01大同區,大同區延平北路2段與民權西路口,0,2,2,C03,1,23,2,7,50,4,01
105,03,18,22,15,2,01大同區,大同區太原路與平陽街口,0,1,2,C03,1,38,3,6,50,14,09
105,03,18,22,15,2,01大同區,大同區太原路與平陽街口,0,1,1,H01,2,69,2,6,50,14,09
105,03,31,08,28,2,01大同區,大同區民權西路72號,0,2,1,G06,1,45,4,8,50,14,09
105,03,31,08,28,2,01大同區,大同區民權西路72號,0,2,2,C03,1,27,4,8,50,14,09
105,03,31,08,28,2,01大同區,大同區民權西路72號,0,2,3,B02,2,37,3,8,50,14,09
105,03,31,08,28,2,01大同區,大同區民權西路72號,0,2,5,C03,1,44,2,8,50,14,09
105,05,02,22,17,2,01大同區,大同區台北橋往三重方向機車道 上橋處號,0,2,1,C03,1,22,3,7,50,14,09
105,05,02,22,17,2,01大同區,大同區台北橋往三重方向機車道 上橋處號,0,2,2,C03,2,34,2,7,50,14,09
105,04,04,21,52,2,01大同區,大同區延平北路1段38號,0,1,2,C03,1,21,2,8,50,14,09
105,04,04,23,42,2,01大同區,大同區承德路2段24號,0,1,1,B01,1,37,3,8,50,14,09
105,04,04,23,42,2,01大同區,大同區承德路2段24號,0,1,2,C03,1,28,2,8,50,14,09
105,04,06,14,45,2,01大同區,大同區鄭州路與塔城街口,0,1,1,C03,1,27,3,8,40,4,01
105,04,06,14,45,2,01大同區,大同區鄭州路與塔城街口,0,1,2,C03,2,35,2,8,40,4,01
105,03,23,18,11,2,01大同區,大同區鄭州路與西寧北路口,0,1,1,C03,1,36,3,6,0,14,09
105,03,23,18,11,2,01大同區,大同區鄭州路與西寧北路口,0,1,2,C03,1,59,2,6,0,14,09
105,04,08,16,01,2,01大同區,大同區鄭州路與塔城街口,0,2,1,C03,1,58,2,7,40,14,09
105,04,08,16,01,2,01大同區,大同區鄭州路與塔城街口,0,2,2,C03,1,32,2,7,40,14,09
105,03,29,16,30,2,01大同區,大同區延平北路2段與歸綏街口,0,1,1,B03,1,22,2,8,50,4,02
105,03,29,16,30,2,01大同區,大同區延平北路2段與歸綏街口,0,1,2,C03,2,44,3,8,50,4,02
105,03,29,16,30,2,01大同區,大同區延平北路2段與歸綏街口,0,1,3,H01,2,31,4,8,50,4,02
105,04,01,19,10,2,01大同區,大同區鄭州路139號,0,2,1,C03,1,30,3,7,40,14,09
105,04,01,19,10,2,01大同區,大同區鄭州路139號,0,2,2,C03,1,22,2,7,40,14,09
105,04,01,19,10,2,01大同區,大同區鄭州路139號,0,2,3,C03,1,24,2,7,40,14,09
105,04,26,07,30,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,2,C03,1,42,2,8,50,05,02
105,02,27,01,49,2,01大同區,大同區酒泉街與迪化街2段口,0,2,1,C03,1,35,2,7,50,3,02
105,05,02,22,17,2,01大同區,大同區台北橋往三重方向機車道 上橋處號,0,2,3,C03,2,22,2,7,50,14,09
105,04,07,19,55,2,01大同區,大同區赤峰街41巷,0,1,1,B12,1,32,3,8,30,4,01
105,04,07,19,55,2,01大同區,大同區赤峰街41巷,0,1,2,C03,1,51,2,8,30,4,01
105,04,24,17,08,2,01大同區,大同區承德路2段與民生西路口,0,1,1,B03,1,24,3,8,50,4,01
105,04,24,17,08,2,01大同區,大同區承德路2段與民生西路口,0,1,2,C03,1,19,2,8,50,4,01
105,04,28,18,55,2,01大同區,大同區大龍街192號,0,2,1,H01,2,11,2,8,0,3,02
105,04,28,18,55,2,01大同區,大同區大龍街192號,0,2,2,C03,2,49,2,8,0,3,02
105,04,30,12,30,2,01大同區,大同區延平北路4段201號,0,1,1,B03,1,54,3,8,50,3,01
105,04,30,12,30,2,01大同區,大同區延平北路4段201號,0,1,2,C03,1,27,2,8,50,3,01
105,05,03,08,42,2,01大同區,大同區承德路3段與民族西路口,0,1,1,C03,2,23,3,8,50,4,02
105,05,03,08,42,2,01大同區,大同區承德路3段與民族西路口,0,1,2,C03,2,27,2,8,50,4,02
105,05,04,15,40,2,01大同區,大同區長安西路78巷2-2號,0,1,1,B03,1,24,3,8,30,4,01
105,05,04,15,40,2,01大同區,大同區長安西路78巷2-2號,0,1,2,C03,1,33,2,8,30,4,01
105,03,14,16,00,2,01大同區,大同區民權西路與延平北路2段口,0,2,1,A02,1,25,3,7,50,5,01
105,03,14,16,00,2,01大同區,大同區民權西路與延平北路2段口,0,2,2,C04,2,31,2,7,50,5,01
105,03,14,16,00,2,01大同區,大同區民權西路與延平北路2段口,0,2,3,H02,1,5,2,7,50,5,01
105,03,14,17,25,2,01大同區,大同區承德路3段122巷,0,1,1,A05,1,36,3,7,50,4,01
105,03,14,17,25,2,01大同區,大同區承德路3段122巷,0,1,2,C03,2,38,2,7,50,4,01
105,03,14,17,25,2,01大同區,大同區承德路3段122巷,0,1,3,C03,1,60,4,7,50,4,01
105,03,14,17,25,2,01大同區,大同區承德路3段122巷,0,1,4,B12,1,66,4,7,50,4,01
105,03,15,12,05,2,01大同區,大同區歸綏街248號,0,1,1,B12,1,42,3,6,30,3,02
105,03,15,12,05,2,01大同區,大同區歸綏街248號,0,1,2,C03,1,45,2,6,30,3,02
105,03,22,19,22,2,01大同區,大同區環河北路1段與市民高架口,0,1,1,C03,1,55,2,7,50,3,02
105,03,22,19,22,2,01大同區,大同區環河北路1段與市民高架口,0,1,2,,3,105,,7,50,3,02
105,03,22,21,24,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,1,B03,1,49,3,7,50,4,01
105,03,22,21,24,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,2,C03,1,34,3,7,50,4,01
105,03,22,21,24,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,3,H02,2,26,2,7,50,4,01
105,03,24,20,12,2,01大同區,大同區昌吉街與蘭州街口,0,2,1,C03,1,20,2,6,50,3,01
105,03,24,20,12,2,01大同區,大同區昌吉街與蘭州街口,0,2,2,F01,2,74,2,6,50,3,01
105,03,29,15,12,2,01大同區,大同區民生西路與重慶北路2段口,0,1,1,B03,1,66,3,8,50,4,01
105,03,29,15,12,2,01大同區,大同區民生西路與重慶北路2段口,0,1,2,C03,2,22,2,8,50,4,01
105,03,31,08,42,2,01大同區,大同區承德路3段24巷與大龍街口,0,1,1,B12,1,54,3,8,30,4,01
105,03,31,08,42,2,01大同區,大同區承德路3段24巷與大龍街口,0,1,2,C03,2,28,2,8,30,4,01
105,03,31,15,52,2,01大同區,大同區民生西路199號,0,1,1,B03,1,42,3,7,50,14,09
105,03,31,15,52,2,01大同區,大同區民生西路199號,0,1,2,F01,1,72,2,7,50,14,09
105,04,28,18,35,2,01大同區,大同區環河北路1段,0,3,1,C03,2,29,2,8,40,14,09
105,04,28,18,35,2,01大同區,大同區環河北路1段,0,3,2,C03,1,29,2,8,40,14,09
105,04,28,18,35,2,01大同區,大同區環河北路1段,0,3,3,H02,2,34,2,8,40,14,09
105,03,17,14,20,2,01大同區,大同區長安西路106號,0,1,1,B01,2,59,3,7,50,14,09
105,03,17,14,20,2,01大同區,大同區長安西路106號,0,1,2,C03,1,32,2,7,50,14,09
105,03,25,11,35,2,01大同區,大同區承德路2段195號,0,2,1,C03,1,20,2,6,50,14,09
105,03,25,11,35,2,01大同區,大同區承德路2段195號,0,2,2,C03,1,36,2,6,50,14,09
105,03,28,09,20,2,01大同區,大同區鄭州路145號,0,1,1,B01,1,62,3,8,40,3,02
105,03,28,09,20,2,01大同區,大同區鄭州路145號,0,1,2,C03,1,23,2,8,40,3,02
105,03,29,09,55,2,01大同區,大同區重慶北路2段,0,2,1,B12,1,47,3,8,50,14,09
105,03,29,09,55,2,01大同區,大同區重慶北路2段,0,2,2,C03,2,63,2,8,50,14,09
105,03,29,09,55,2,01大同區,大同區重慶北路2段,0,2,3,C03,2,30,2,8,50,14,09
105,03,29,12,15,2,01大同區,大同區民權西路225巷與民權西路口,0,2,1,C04,2,73,2,8,50,4,01
105,03,29,12,15,2,01大同區,大同區民權西路225巷與民權西路口,0,2,2,C03,1,25,2,8,50,4,01
105,04,04,21,52,2,01大同區,大同區延平北路1段38號,0,1,1,B01,1,46,3,8,50,14,09
105,04,21,14,40,2,01大同區,大同區民生西路與承德路2段口,0,1,1,B03,1,43,3,8,50,4,01
105,04,21,14,40,2,01大同區,大同區民生西路與承德路2段口,0,1,2,C03,1,28,2,8,50,4,01
105,04,22,19,01,2,01大同區,大同區長安西路258號,0,1,1,B03,1,69,3,7,50,14,09
105,04,22,19,01,2,01大同區,大同區長安西路258號,0,1,2,C03,1,59,2,7,50,14,09
105,04,22,19,01,2,01大同區,大同區長安西路258號,0,1,3,B03,2,40,3,7,50,14,09
105,04,22,19,01,2,01大同區,大同區長安西路258號,0,1,4,B03,1,55,3,7,50,14,09
105,04,24,22,20,2,01大同區,大同區涼州街與寧夏路口,0,1,1,C03,2,22,2,7,50,4,01
105,04,24,22,20,2,01大同區,大同區涼州街與寧夏路口,0,1,2,B03,1,32,3,7,50,4,01
105,04,27,19,30,2,01大同區,,0,1,1,B12,1,62,4,7,0,3,01
105,04,27,19,30,2,01大同區,,0,1,2,C03,1,36,2,7,0,3,01
105,05,01,15,05,2,01大同區,大同區大龍街159巷,0,1,1,C03,1,28,3,6,40,3,01
105,05,01,15,05,2,01大同區,大同區大龍街159巷,0,1,2,C03,1,21,2,6,40,3,01
105,05,04,16,40,2,01大同區,大同區重慶北路2段與涼州街口,0,1,1,A04,1,31,3,8,30,14,10
105,05,04,16,40,2,01大同區,大同區重慶北路2段與涼州街口,0,1,2,H02,1,80,2,8,30,14,10
105,05,06,18,15,2,01大同區,大同區赤峰街53巷與南京西路25巷口,0,3,1,C03,1,30,2,7,40,3,01
105,05,06,18,15,2,01大同區,大同區赤峰街53巷與南京西路25巷口,0,3,3,H02,1,8,2,7,40,3,01
105,05,06,18,15,2,01大同區,大同區赤峰街53巷與南京西路25巷口,0,3,2,F02,1,76,2,7,40,3,01
105,05,07,11,10,2,01大同區,大同區民族西路252巷,0,2,1,C03,1,39,2,8,50,4,02
105,05,07,11,10,2,01大同區,大同區民族西路252巷,0,2,2,C03,1,20,2,8,50,4,02
105,05,07,19,45,2,01大同區,大同區延平北路3段與民權西路口,0,2,1,C03,1,16,2,7,50,4,01
105,05,07,19,45,2,01大同區,大同區延平北路3段與民權西路口,0,2,2,C03,1,28,2,7,50,4,01
105,05,13,10,10,2,01大同區,大同區歸綏街與環河北路1段口,0,3,1,B01,1,62,3,8,40,3,02
105,05,13,10,10,2,01大同區,大同區歸綏街與環河北路1段口,0,3,2,C03,1,44,2,8,40,3,02
105,05,13,10,10,2,01大同區,大同區歸綏街與環河北路1段口,0,3,3,C03,1,42,2,8,40,3,02
105,05,13,10,10,2,01大同區,大同區歸綏街與環河北路1段口,0,3,4,C03,1,38,2,8,40,3,02
105,04,29,20,00,2,01大同區,大同區承德路1段與長安西路口,0,1,1,B03,1,43,4,8,50,4,01
105,04,29,20,00,2,01大同區,大同區承德路1段與長安西路口,0,1,2,C03,1,18,2,8,50,4,01
105,05,06,23,00,2,01大同區,大同區南京西路75號,0,1,1,B03,1,35,3,8,50,14,10
105,05,06,23,00,2,01大同區,大同區南京西路75號,0,1,2,C03,1,18,2,8,50,14,10
105,05,07,07,20,2,01大同區,大同區台北橋,0,2,1,C03,1,69,2,8,50,14,11
105,05,07,07,20,2,01大同區,大同區台北橋,0,2,2,C03,1,24,2,8,50,14,11
105,05,11,22,57,2,01大同區,大同區延平北路2段與涼州街口,0,2,1,C03,2,30,2,7,50,4,01
105,05,11,22,57,2,01大同區,大同區延平北路2段與涼州街口,0,2,2,C03,2,20,2,7,50,4,01
105,05,10,20,50,2,01大同區,大同區民生西路與太原路口,0,1,1,B01,1,62,3,6,50,3,01
105,05,10,20,50,2,01大同區,大同區民生西路與太原路口,0,1,2,C03,1,18,2,6,50,3,01
105,04,12,09,15,2,01大同區,大同區長安西路與塔城街口,0,2,1,C03,1,57,2,7,50,4,01
105,04,12,09,15,2,01大同區,大同區長安西路與塔城街口,0,2,2,C03,1,60,2,7,50,4,01
105,04,18,17,15,2,01大同區,大同區民生西路294號,0,3,1,C03,1,62,2,7,50,14,09
105,04,18,17,15,2,01大同區,大同區民生西路294號,0,3,2,C03,1,23,2,7,50,14,09
105,04,18,17,15,2,01大同區,大同區民生西路294號,0,3,3,B12,1,105,4,7,50,14,09
105,04,18,17,15,2,01大同區,大同區民生西路294號,0,3,4,H02,2,20,2,7,50,14,09
105,05,05,09,36,2,01大同區,大同區承德路1段與錦西街口,0,1,1,B12,1,53,3,7,0,4,02
105,05,05,09,36,2,01大同區,大同區承德路1段與錦西街口,0,1,2,H01,1,63,2,7,0,4,02
105,04,27,08,27,2,01大同區,大同區南京西路62號,0,2,1,C03,2,20,2,8,50,04,01
105,04,27,08,27,2,01大同區,大同區南京西路62號,0,2,2,C03,2,31,2,8,50,04,01
105,04,26,07,30,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,1,A05,1,54,3,8,50,05,02
105,02,27,01,49,2,01大同區,大同區酒泉街與迪化街2段口,0,2,2,C03,1,27,2,7,50,3,02
105,03,15,16,42,2,01大同區,大同區酒泉街207號,0,2,1,C03,1,23,2,6,50,14,09
105,03,15,16,42,2,01大同區,大同區酒泉街207號,0,2,2,C03,1,19,2,6,50,14,09
105,03,15,16,42,2,01大同區,大同區酒泉街207號,0,2,3,B03,1,64,3,6,50,14,09
105,03,17,07,44,2,01大同區,大同區民生西路與赤峰街口,0,1,1,C03,1,37,2,7,50,3,02
105,03,17,07,44,2,01大同區,大同區民生西路與赤峰街口,0,1,2,B03,2,32,3,7,50,3,02
105,03,25,18,17,2,01大同區,大同區延平北路2段與涼州街口,0,1,2,C03,1,27,2,6,50,4,01
105,04,01,11,13,2,01大同區,大同區南京西路304號,0,2,1,C03,1,23,2,7,50,3,01
105,05,11,19,15,2,01大同區,大同區庫倫街13巷,0,1,1,B03,1,49,3,8,50,3,01
105,05,11,19,15,2,01大同區,大同區庫倫街13巷,0,1,2,C03,1,24,2,8,50,3,01
105,05,12,18,50,2,01大同區,大同區民樂街95號,0,1,1,B03,2,40,3,8,50,3,01
105,05,12,18,50,2,01大同區,大同區民樂街95號,0,1,2,B01,1,57,2,8,50,3,01
105,05,12,11,40,2,01大同區,大同區台北橋與台北橋口,0,2,1,C03,1,18,2,8,40,3,02
105,05,12,11,40,2,01大同區,大同區台北橋與台北橋口,0,2,2,C03,2,19,2,8,40,3,02
105,01,09,18,54,2,01大同區,大同區長安西路275號,0,1,1,C03,1,53,2,8,50,14,09
105,01,09,18,54,2,01大同區,大同區長安西路275號,0,1,2,,3,105,,8,50,14,09
105,04,07,15,00,2,01大同區,大同區承德路3段249號,0,1,1,B12,1,63,3,8,0,15,20
105,04,07,15,00,2,01大同區,大同區承德路3段249號,0,1,2,H01,2,72,2,8,0,15,20
105,04,14,17,51,2,01大同區,大同區延平北路4段229號,0,2,1,F01,2,49,2,6,50,14,09
105,04,14,17,51,2,01大同區,大同區延平北路4段229號,0,2,2,C03,2,39,2,6,50,14,09
105,04,23,02,43,2,01大同區,大同區延平北路2段245號,0,1,1,B01,1,59,3,8,50,4,01
105,04,23,02,43,2,01大同區,大同區延平北路2段245號,0,1,2,C03,2,19,2,8,50,4,01
105,03,31,10,50,2,01大同區,大同區鄭州路與西寧北路口,0,1,1,B03,1,31,4,8,40,4,01
105,03,31,10,50,2,01大同區,大同區鄭州路與西寧北路口,0,1,2,C03,2,32,2,8,40,4,01
105,04,16,17,30,2,01大同區,大同區延平北路2段272巷與安西街口,0,4,1,C03,2,32,2,8,30,4,01
105,04,16,17,30,2,01大同區,大同區延平北路2段272巷與安西街口,0,4,2,C03,1,21,2,8,30,4,01
105,04,16,17,30,2,01大同區,大同區延平北路2段272巷與安西街口,0,4,3,H02,2,57,2,8,30,4,01
105,04,16,17,30,2,01大同區,大同區延平北路2段272巷與安西街口,0,4,4,H02,2,19,2,8,30,4,01
105,04,22,08,30,2,01大同區,大同區重慶北路3段與民族西路口,0,1,1,C03,2,46,2,8,50,4,01
105,04,22,08,30,2,01大同區,大同區重慶北路3段與民族西路口,0,1,2,B03,1,44,3,8,50,4,01
105,04,27,19,30,2,01大同區,大同區承德路1段與鄭州路口,0,1,1,B03,1,40,3,8,50,4,01
105,04,27,19,30,2,01大同區,大同區承德路1段與鄭州路口,0,1,2,C03,1,39,2,8,50,4,01
105,03,10,07,40,2,01大同區,大同區民生西路與環河北路1段口,0,1,1,B12,1,33,2,6,50,4,01
105,03,10,07,40,2,01大同區,大同區民生西路與環河北路1段口,0,1,2,A12,1,37,3,6,50,4,01
105,03,15,16,28,2,01大同區,大同區涼州街與安西街口,0,1,1,C03,1,63,2,6,0,4,01
105,03,15,16,28,2,01大同區,大同區涼州街與安西街口,0,1,2,B03,1,55,3,6,0,4,01
105,03,14,18,30,2,01大同區,大同區重慶北路3段與民族西路口,0,1,1,B03,1,52,3,7,50,4,01
105,03,14,18,30,2,01大同區,大同區重慶北路3段與民族西路口,0,1,2,H01,1,57,2,7,50,4,01
105,04,06,23,40,2,01大同區,大同區南京西路123號,0,1,1,B01,1,59,3,8,50,11,07
105,04,06,23,40,2,01大同區,大同區南京西路123號,0,1,2,C03,2,25,2,8,50,11,07
105,04,05,21,40,2,01大同區,大同區民生西路與延平北路2段口,0,3,1,C03,1,22,2,8,50,4,01
105,04,05,21,40,2,01大同區,大同區民生西路與延平北路2段口,0,3,2,C03,1,24,2,8,50,4,01
